filename|defect,probability
J01_2018.08.08 09_47_33.jpg|norm, 0.126101
J01_2018.08.04 10_02_13.jpg|norm, 0.871316
J01_2018.08.01 08_31_15.jpg|norm, 1.0
J01_2018.08.06 15_27_19.jpg|norm, 0.183776
J01_2018.08.08 08_52_41.jpg|norm, 0.513071
J01_2018.08.07 16_12_38.jpg|norm, 0.566551
J01_2018.08.06 15_45_02.jpg|norm, 1.0
J01_2018.07.31 14_58_35.jpg|norm, 0.67305
J01_2018.07.20 08_59_31.jpg|norm, 1.0
J01_2018.08.01 09_01_56.jpg|norm, 1.0
J01_2018.07.31 16_45_46.jpg|norm, 1.0
J01_2018.07.20 08_39_07.jpg|norm, 0.241
J01_2018.07.31 16_30_09.jpg|norm, 0.711851
J01_2018.08.06 15_33_41.jpg|norm, 0.431469
J01_2018.08.07 15_00_54.jpg|norm, 0.485422
J01_2018.08.04 10_07_52.jpg|norm, 0.892054
J01_2018.07.26 09_03_06.jpg|norm, 0.89894
J01_2018.07.26 08_49_31.jpg|norm, 0.639425
J01_2018.08.04 09_50_02.jpg|norm, 0.586279
J01_2018.08.08 10_02_46.jpg|norm, 0.884866
J01_2018.07.26 08_37_50.jpg|norm, 0.597592
J01_2018.08.06 15_36_17.jpg|norm, 1.0
J01_2018.07.20 08_50_24.jpg|norm, 0.894062
J01_2018.07.20 09_09_00.jpg|norm, 1.0
J01_2018.08.08 09_52_49.jpg|norm, 0.665904
J01_2018.07.26 08_45_04.jpg|norm, 0.117557
J01_2018.08.01 09_05_25.jpg|norm, 1.0
J01_2018.07.26 09_48_02.jpg|norm, 0.749966
J01_2018.07.26 09_51_36.jpg|norm, 0.38595
J01_2018.07.20 08_31_31.jpg|norm, 0.831291
J01_2018.08.08 09_47_46.jpg|norm, 0.888432
J01_2018.08.07 16_06_15.jpg|norm, 0.153099
J01_2018.08.07 15_14_27.jpg|norm, 1.0
J01_2018.07.26 09_32_29.jpg|norm, 1.0
J01_2018.08.08 09_57_53.jpg|norm, 0.112083
J01_2018.08.08 09_26_46.jpg|norm, 1.0
J01_2018.08.06 14_48_08.jpg|norm, 0.218712
J01_2018.07.31 15_30_49.jpg|norm, 0.072525
J01_2018.08.08 09_10_24.jpg|norm, 0.725987
J01_2018.08.01 09_04_35.jpg|norm, 0.015642
J01_2018.08.08 09_05_20.jpg|norm, 0.859218
J01_2018.08.08 09_53_48.jpg|norm, 0.675779
J01_2018.08.08 09_18_23.jpg|norm, 0.89699
J01_2018.07.20 09_14_18.jpg|norm, 1.0
J01_2018.07.31 15_15_02.jpg|norm, 0.034714
J01_2018.07.26 09_38_54.jpg|norm, 0.854586
J01_2018.08.04 10_11_59.jpg|norm, 0.835037
J01_2018.08.04 09_13_57.jpg|norm, 1.0
J01_2018.08.08 09_57_58.jpg|norm, 1.0
J01_2018.07.20 09_07_17.jpg|norm, 1.0
J01_2018.08.06 16_07_49.jpg|norm, 1.0
J01_2018.08.04 09_17_10.jpg|norm, 0.263011
J01_2018.07.31 14_59_20.jpg|norm, 0.483515
J01_2018.07.26 09_28_50.jpg|norm, 0.149126
J01_2018.07.26 09_41_21.jpg|norm, 0.650248
J01_2018.07.20 08_29_32.jpg|norm, 0.245978
J01_2018.07.31 16_26_22.jpg|norm, 0.523718
J01_2018.07.20 09_02_47.jpg|norm, 1.0
J01_2018.08.01 08_28_46.jpg|norm, 1.0
J01_2018.08.07 14_56_39.jpg|norm, 0.869749
J01_2018.08.01 08_29_59.jpg|norm, 1.0
J01_2018.07.26 08_44_16.jpg|norm, 0.642883
J01_2018.08.04 10_11_22.jpg|norm, 0.633131
J01_2018.08.06 15_33_54.jpg|norm, 1.0
J01_2018.08.01 08_22_50.jpg|norm, 0.076471
J01_2018.08.04 10_21_28.jpg|norm, 0.605174
J01_2018.07.31 16_43_45.jpg|norm, 0.769351
J01_2018.07.31 16_41_09.jpg|norm, 1.0
J01_2018.07.20 09_09_57.jpg|norm, 1.0
J01_2018.07.26 08_46_03.jpg|norm, 0.206966
J01_2018.08.07 15_00_03.jpg|norm, 0.782806
J01_2018.08.01 09_02_29.jpg|norm, 1.0
J01_2018.08.06 16_24_34.jpg|norm, 1.0
J01_2018.08.06 16_20_08.jpg|norm, 0.688083
J01_2018.08.07 15_50_12.jpg|norm, 1.0
J01_2018.08.08 08_36_19.jpg|norm, 0.143367
J01_2018.07.20 08_51_05.jpg|norm, 0.311202
J01_2018.07.20 08_41_37.jpg|norm, 0.716191
J01_2018.08.07 14_50_37.jpg|norm, 0.822036
J01_2018.08.07 16_01_08.jpg|norm, 0.898877
J01_2018.08.07 15_54_43.jpg|norm, 1.0
J01_2018.08.04 10_22_11.jpg|norm, 1.0
J01_2018.08.07 15_56_40.jpg|norm, 1.0
J01_2018.08.01 08_55_57.jpg|norm, 0.890338
J01_2018.08.08 09_17_42.jpg|norm, 1.0
J01_2018.08.08 08_28_32.jpg|norm, 1.0
J01_2018.07.20 08_44_20.jpg|norm, 1.0
J01_2018.07.26 08_52_44.jpg|norm, 0.072939
J01_2018.08.07 14_46_37.jpg|norm, 0.83949
J01_2018.07.26 09_29_20.jpg|norm, 0.623499
J01_2018.08.08 10_05_03.jpg|norm, 0.020766
J01_2018.08.04 09_58_44.jpg|norm, 1.0
J01_2018.07.31 15_35_14.jpg|norm, 0.717801
J01_2018.07.31 15_30_53.jpg|norm, 0.503835
J01_2018.07.20 09_06_15.jpg|norm, 1.0
J01_2018.08.08 10_02_52.jpg|norm, 1.0
J01_2018.08.08 08_50_19.jpg|norm, 0.687117
J01_2018.08.08 08_54_55.jpg|norm, 0.873903
J01_2018.08.08 08_53_56.jpg|norm, 0.850203
J01_2018.07.26 09_13_10.jpg|norm, 0.871385
J01_2018.08.08 08_53_31.jpg|norm, 0.700835
J01_2018.08.04 10_02_07.jpg|norm, 0.183177
J01_2018.07.20 08_42_39.jpg|norm, 0.063291
J01_2018.08.07 16_25_52.jpg|norm, 0.14532
J01_2018.07.31 16_39_18.jpg|norm, 0.898779
J01_2018.08.01 08_22_29.jpg|norm, 0.861773
J01_2018.08.04 09_52_58.jpg|norm, 1.0
J01_2018.07.20 08_58_02.jpg|norm, 1.0
J01_2018.08.08 09_14_19.jpg|norm, 0.504095
J01_2018.08.08 08_46_36.jpg|norm, 0.542511
J01_2018.07.26 08_33_08.jpg|norm, 0.816696
J01_2018.07.26 09_04_33.jpg|norm, 0.242595
J01_2018.08.06 14_48_20.jpg|norm, 1.0
J01_2018.08.06 16_21_26.jpg|norm, 0.184948
J01_2018.08.01 08_35_48.jpg|norm, 0.569155
J01_2018.07.31 15_29_22.jpg|norm, 0.050159
J01_2018.08.01 08_52_45.jpg|norm, 0.244594
J01_2018.07.20 08_46_01.jpg|norm, 0.53855
J01_2018.08.04 14_23_13.jpg|norm, 0.890139
J01_2018.07.20 09_17_18.jpg|norm, 1.0
J01_2018.07.20 09_13_46.jpg|norm, 1.0
J01_2018.08.01 08_27_35.jpg|norm, 0.063895
J01_2018.08.04 14_22_39.jpg|norm, 0.757978
J01_2018.08.08 10_17_24.jpg|norm, 0.841206
J01_2018.08.07 16_16_32.jpg|norm, 1.0
J01_2018.07.26 09_06_49.jpg|norm, 1.0
J01_2018.07.20 09_09_48.jpg|norm, 1.0
J01_2018.07.31 16_42_05.jpg|norm, 1.0
J01_2018.08.07 16_17_39.jpg|norm, 0.112389
J01_2018.07.31 15_32_45.jpg|norm, 0.895927
J01_2018.07.26 09_10_55.jpg|norm, 0.089447
J01_2018.08.08 09_12_56.jpg|norm, 1.0
J01_2018.07.26 08_44_18.jpg|norm, 0.121228
J01_2018.07.31 16_27_43.jpg|norm, 0.768979
J01_2018.08.07 15_07_47.jpg|norm, 0.873859
J01_2018.08.07 15_02_40.jpg|norm, 0.181498
J01_2018.08.01 08_25_41.jpg|norm, 1.0
J01_2018.07.26 09_46_08.jpg|norm, 1.0
J01_2018.08.08 09_33_51.jpg|norm, 0.799079
J01_2018.08.08 10_05_57.jpg|norm, 0.382097
J01_2018.07.26 09_08_45.jpg|norm, 0.656454
J01_2018.07.26 09_11_15.jpg|norm, 1.0
J01_2018.08.04 14_22_42.jpg|norm, 1.0
J01_2018.08.01 08_29_23.jpg|norm, 0.760739
J01_2018.08.01 08_27_41.jpg|norm, 1.0
J01_2018.07.31 16_46_29.jpg|norm, 1.0
J01_2018.08.01 08_44_18.jpg|norm, 0.4501
J01_2018.07.26 09_06_43.jpg|norm, 0.064443
J01_2018.08.08 09_52_56.jpg|norm, 0.295567
J01_2018.07.20 09_16_43.jpg|norm, 1.0
J01_2018.08.08 08_30_11.jpg|norm, 0.767688
J01_2018.07.26 09_32_32.jpg|norm, 1.0
J01_2018.07.26 09_13_36.jpg|norm, 1.0
J01_2018.08.03 15_54_28.jpg|norm, 1.0
J01_2018.07.20 09_07_55.jpg|norm, 1.0
J01_2018.08.01 08_50_04.jpg|norm, 0.033698
J01_2018.08.08 08_43_58.jpg|norm, 0.830621
J01_2018.07.20 08_25_36.jpg|norm, 0.432721
J01_2018.08.06 15_38_32.jpg|norm, 1.0
J01_2018.08.07 15_15_25.jpg|norm, 0.153841
J01_2018.07.31 16_37_04.jpg|norm, 0.692844
J01_2018.08.07 15_29_01.jpg|norm, 0.175547
J01_2018.08.06 15_49_09.jpg|norm, 1.0
J01_2018.08.08 08_36_53.jpg|norm, 1.0
J01_2018.07.31 16_46_31.jpg|norm, 1.0
J01_2018.07.26 08_53_59.jpg|norm, 0.012863
J01_2018.08.06 15_01_07.jpg|norm, 0.843358
J01_2018.08.07 15_07_56.jpg|norm, 0.717644
J01_2018.08.06 15_27_34.jpg|norm, 1.0
J01_2018.08.01 08_36_50.jpg|norm, 1.0
J01_2018.07.31 16_42_08.jpg|norm, 1.0
J01_2018.08.08 08_59_25.jpg|norm, 1.0
J01_2018.08.08 10_10_52.jpg|norm, 1.0
J01_2018.07.20 09_15_35.jpg|norm, 1.0
J01_2018.08.08 10_17_01.jpg|norm, 0.136154
J01_2018.08.08 10_06_56.jpg|norm, 0.077511
J01_2018.07.20 08_49_45.jpg|norm, 0.204241
J01_2018.08.08 09_38_00.jpg|norm, 0.093342
J01_2018.08.01 08_57_12.jpg|norm, 1.0
J01_2018.08.01 08_42_22.jpg|norm, 0.375073
J01_2018.08.08 09_50_56.jpg|norm, 1.0
J01_2018.08.08 08_46_34.jpg|norm, 0.870588
J01_2018.08.07 15_16_45.jpg|norm, 1.0
J01_2018.08.08 10_15_32.jpg|norm, 1.0
J01_2018.07.31 15_44_57.jpg|norm, 0.158594
J01_2018.08.01 08_34_10.jpg|norm, 1.0
J01_2018.08.07 16_24_21.jpg|norm, 0.53244
J01_2018.08.07 15_23_55.jpg|norm, 0.884905
J01_2018.07.31 14_53_31.jpg|norm, 1.0
J01_2018.07.26 08_53_20.jpg|norm, 0.449961
J01_2018.08.06 15_32_08.jpg|norm, 0.815896
J01_2018.08.01 08_25_12.jpg|norm, 0.6971
J01_2018.07.20 08_33_49.jpg|norm, 1.0
J01_2018.08.01 08_25_46.jpg|norm, 1.0
J01_2018.08.06 15_49_20.jpg|norm, 0.883961
J01_2018.07.20 08_59_26.jpg|norm, 1.0
J01_2018.08.07 16_30_59.jpg|norm, 1.0
J01_2018.08.07 15_00_07.jpg|norm, 1.0
J01_2018.08.01 08_21_51.jpg|norm, 1.0
J01_2018.08.04 09_49_06.jpg|norm, 1.0
J01_2018.08.06 16_22_13.jpg|norm, 0.894138
J01_2018.08.06 16_02_35.jpg|norm, 0.120711
J01_2018.08.07 15_57_08.jpg|norm, 0.895669
J01_2018.08.08 09_29_47.jpg|norm, 1.0
J01_2018.08.07 16_22_14.jpg|norm, 0.054082
J01_2018.08.01 08_22_19.jpg|norm, 0.142818
J01_2018.08.04 14_23_16.jpg|norm, 0.813689
J01_2018.08.06 15_18_09.jpg|norm, 1.0
J01_2018.08.01 09_05_30.jpg|norm, 1.0
J01_2018.07.31 15_41_32.jpg|norm, 1.0
J01_2018.08.04 14_26_07.jpg|norm, 0.831502
J01_2018.08.07 15_47_40.jpg|norm, 0.666774
J01_2018.08.07 16_11_25.jpg|norm, 0.15156
J01_2018.08.07 16_10_28.jpg|norm, 1.0
J01_2018.08.07 16_03_52.jpg|norm, 0.886197
J01_2018.08.01 09_03_53.jpg|norm, 0.193003
J01_2018.08.07 15_46_49.jpg|norm, 0.864236
J01_2018.08.04 09_55_04.jpg|norm, 1.0
J01_2018.08.04 09_16_17.jpg|norm, 0.761264
J01_2018.08.07 16_23_18.jpg|norm, 0.796841
J01_2018.08.06 15_15_23.jpg|norm, 0.566288
J01_2018.08.08 08_41_58.jpg|norm, 0.699581
J01_2018.08.08 08_36_22.jpg|norm, 1.0
J01_2018.07.20 08_54_46.jpg|norm, 0.751323
J01_2018.07.20 09_17_14.jpg|norm, 0.846874
J01_2018.08.08 10_15_35.jpg|norm, 0.493274
J01_2018.07.20 09_08_53.jpg|norm, 0.861403
J01_2018.07.31 16_39_56.jpg|norm, 0.597619
J01_2018.08.04 09_46_24.jpg|norm, 0.460113
J01_2018.08.04 10_09_37.jpg|norm, 0.284983
J01_2018.08.04 10_12_12.jpg|norm, 0.840271
J01_2018.08.08 10_05_15.jpg|norm, 0.129232
J01_2018.08.07 15_02_35.jpg|norm, 0.859899
J01_2018.08.07 15_38_50.jpg|norm, 0.411508
J01_2018.08.01 08_40_05.jpg|norm, 1.0
J01_2018.07.31 15_26_51.jpg|norm, 1.0
J01_2018.08.08 09_00_58.jpg|norm, 0.677737
J01_2018.08.07 16_05_55.jpg|norm, 0.788453
J01_2018.08.06 15_16_17.jpg|norm, 0.853864
J01_2018.08.01 09_00_40.jpg|norm, 0.868867
J01_2018.08.04 09_55_08.jpg|norm, 1.0
J01_2018.07.20 08_40_02.jpg|norm, 0.819883
J01_2018.08.08 09_33_54.jpg|norm, 0.898481
J01_2018.08.01 09_05_06.jpg|norm, 1.0
J01_2018.08.08 10_12_06.jpg|norm, 0.532265
J01_2018.08.07 16_24_11.jpg|norm, 0.084293
J01_2018.07.26 09_16_11.jpg|norm, 0.733571
J01_2018.07.31 16_29_13.jpg|norm, 0.154101
J01_2018.07.26 08_43_26.jpg|norm, 0.700456
J01_2018.07.26 09_29_14.jpg|norm, 0.110854
J01_2018.07.31 15_40_47.jpg|norm, 0.732307
J01_2018.07.31 16_29_21.jpg|norm, 0.805571
J01_2018.07.31 16_42_41.jpg|norm, 1.0
J01_2018.08.01 08_42_49.jpg|norm, 0.897098
J01_2018.08.08 10_13_59.jpg|norm, 0.157971
J01_2018.08.07 16_31_01.jpg|norm, 0.886467
J01_2018.07.26 09_17_04.jpg|norm, 1.0
J01_2018.08.07 14_43_48.jpg|norm, 0.856548
J01_2018.08.04 10_19_10.jpg|norm, 0.463112
J01_2018.08.04 09_15_10.jpg|norm, 0.565474
J01_2018.08.07 16_05_21.jpg|norm, 0.156385
J01_2018.08.04 09_44_55.jpg|norm, 1.0
J01_2018.08.08 09_27_21.jpg|norm, 0.72976
J01_2018.07.20 09_07_52.jpg|norm, 1.0
J01_2018.07.20 09_02_40.jpg|norm, 1.0
J01_2018.07.31 15_28_48.jpg|norm, 1.0
J01_2018.08.07 16_14_54.jpg|norm, 0.828695
J01_2018.07.31 15_44_24.jpg|norm, 0.866986
J01_2018.08.08 09_11_02.jpg|norm, 0.102462
J01_2018.07.31 15_29_33.jpg|norm, 1.0
J01_2018.07.26 08_48_26.jpg|norm, 1.0
J01_2018.08.07 15_28_57.jpg|norm, 0.385048
J01_2018.08.04 10_05_40.jpg|norm, 1.0
J01_2018.08.07 14_48_27.jpg|norm, 0.100664
J01_2018.08.07 15_58_35.jpg|norm, 0.590917
J01_2018.08.08 09_09_32.jpg|norm, 0.645856
J01_2018.07.31 14_59_11.jpg|norm, 1.0
J01_2018.08.08 08_28_58.jpg|norm, 1.0
J01_2018.08.08 09_14_27.jpg|norm, 1.0
J01_2018.07.26 09_11_08.jpg|norm, 1.0
J01_2018.08.07 16_06_34.jpg|norm, 0.659983
J01_2018.07.31 16_47_05.jpg|norm, 0.775597
J01_2018.08.01 09_04_41.jpg|norm, 1.0
J01_2018.08.08 10_17_06.jpg|norm, 0.785324
J01_2018.08.04 14_21_43.jpg|norm, 0.611879
J01_2018.08.08 08_59_34.jpg|norm, 0.892508
J01_2018.07.31 16_33_33.jpg|norm, 0.334678
J01_2018.08.04 09_52_51.jpg|norm, 1.0
J01_2018.07.20 09_04_14.jpg|norm, 0.601032
J01_2018.08.08 08_32_30.jpg|norm, 1.0
J01_2018.07.26 09_08_37.jpg|norm, 0.532792
J01_2018.07.26 08_43_29.jpg|norm, 1.0
J01_2018.07.26 09_30_05.jpg|norm, 1.0
J01_2018.08.08 09_27_24.jpg|norm, 1.0
J01_2018.07.26 09_34_13.jpg|norm, 1.0
J01_2018.07.31 16_32_04.jpg|norm, 1.0
J01_2018.07.20 08_40_42.jpg|norm, 0.683047
J01_2018.08.01 08_23_28.jpg|norm, 1.0
J01_2018.07.31 16_33_05.jpg|norm, 1.0
J01_2018.07.26 09_21_21.jpg|norm, 0.829184
J01_2018.08.04 14_21_34.jpg|norm, 0.884306
J01_2018.08.06 16_06_44.jpg|norm, 1.0
J01_2018.08.07 15_57_00.jpg|norm, 1.0
J01_2018.08.01 08_39_40.jpg|norm, 0.638062
J01_2018.07.31 15_15_06.jpg|norm, 1.0
J01_2018.08.04 10_07_49.jpg|norm, 0.043632
J01_2018.07.26 08_54_08.jpg|norm, 0.728507
J01_2018.07.31 16_43_55.jpg|norm, 1.0
J01_2018.08.04 14_20_54.jpg|norm, 0.649866
J01_2018.07.31 15_32_56.jpg|norm, 1.0
J01_2018.08.07 16_30_56.jpg|norm, 1.0
J01_2018.07.26 08_58_07.jpg|norm, 0.758783
J01_2018.07.26 09_15_47.jpg|norm, 1.0
J01_2018.08.07 16_14_57.jpg|norm, 0.398176
J01_2018.08.08 10_13_44.jpg|norm, 0.129304
J01_2018.07.26 09_16_59.jpg|norm, 0.849932
J01_2018.08.04 10_15_05.jpg|norm, 0.51146
J01_2018.07.31 15_14_38.jpg|norm, 1.0
J01_2018.08.07 14_55_10.jpg|norm, 0.526702
J01_2018.07.26 09_37_59.jpg|norm, 0.876726
J01_2018.08.08 10_16_45.jpg|norm, 0.094725
J01_2018.08.01 08_57_10.jpg|norm, 1.0
J01_2018.08.07 15_14_30.jpg|norm, 0.685425
J01_2018.08.08 09_16_37.jpg|norm, 0.320494
J01_2018.07.26 09_41_37.jpg|norm, 1.0
J01_2018.08.08 08_47_04.jpg|norm, 0.847715
J01_2018.07.31 14_57_05.jpg|norm, 0.758171
J01_2018.08.04 10_11_56.jpg|norm, 0.374483
J01_2018.08.07 16_28_49.jpg|norm, 0.884681
J01_2018.08.08 09_57_13.jpg|norm, 0.778156
J01_2018.08.04 14_27_20.jpg|norm, 1.0
J01_2018.08.07 16_16_00.jpg|norm, 1.0
J01_2018.07.26 08_42_55.jpg|norm, 1.0
J01_2018.08.07 15_24_47.jpg|norm, 0.798245
J01_2018.08.04 10_15_11.jpg|norm, 0.768204
J01_2018.07.20 08_51_39.jpg|norm, 0.890926
J01_2018.08.08 10_08_44.jpg|norm, 1.0
J01_2018.08.08 09_11_05.jpg|norm, 1.0
J01_2018.07.20 08_49_50.jpg|norm, 0.766161
J01_2018.08.08 09_01_01.jpg|norm, 1.0
J01_2018.07.26 09_47_25.jpg|norm, 1.0
J01_2018.08.04 10_11_02.jpg|norm, 0.075539
J01_2018.08.07 16_14_58.jpg|norm, 0.736501
J01_2018.08.07 15_33_08.jpg|norm, 0.824454
J01_2018.07.20 08_40_15.jpg|norm, 0.889119
J01_2018.08.07 15_34_21.jpg|norm, 0.882663
J01_2018.07.26 09_30_21.jpg|norm, 0.37525
J01_2018.08.06 16_24_40.jpg|norm, 0.661191
J01_2018.07.31 14_53_36.jpg|norm, 0.840579
J01_2018.08.04 14_24_13.jpg|norm, 0.813915
J01_2018.07.20 08_51_02.jpg|norm, 0.819234
J01_2018.08.08 10_14_07.jpg|norm, 0.865791
J01_2018.08.07 14_55_06.jpg|norm, 1.0
J01_2018.07.31 15_44_28.jpg|norm, 1.0
J01_2018.08.04 10_17_54.jpg|norm, 0.547787
J01_2018.08.01 08_44_51.jpg|norm, 0.866595
J01_2018.07.31 16_41_14.jpg|norm, 1.0
J01_2018.08.04 09_55_55.jpg|norm, 1.0
J01_2018.08.07 16_02_55.jpg|norm, 1.0
J01_2018.07.20 08_53_55.jpg|norm, 0.873926
J01_2018.07.20 08_54_52.jpg|norm, 1.0
J01_2018.08.08 09_02_21.jpg|norm, 0.776179
J01_2018.07.31 15_28_40.jpg|norm, 0.169044
J01_2018.08.08 08_46_53.jpg|norm, 1.0
J01_2018.07.31 15_27_54.jpg|norm, 1.0
J01_2018.08.07 16_09_12.jpg|norm, 0.523606
J01_2018.08.07 15_31_51.jpg|norm, 0.674114
J01_2018.07.26 09_12_31.jpg|norm, 1.0
J01_2018.07.31 14_52_41.jpg|norm, 0.320375
J01_2018.08.07 14_49_35.jpg|norm, 0.398457
J01_2018.07.26 09_39_37.jpg|norm, 0.535189
J01_2018.07.26 09_21_58.jpg|norm, 0.885305
J01_2018.08.04 09_17_05.jpg|norm, 0.188001
J01_2018.08.04 14_21_37.jpg|norm, 1.0
J01_2018.08.08 08_57_49.jpg|norm, 0.61504
J01_2018.08.01 08_24_36.jpg|norm, 1.0
J01_2018.08.07 16_32_05.jpg|norm, 0.834441
J01_2018.08.01 08_44_45.jpg|norm, 0.20402
J01_2018.08.07 16_25_32.jpg|norm, 1.0
J01_2018.08.01 09_05_00.jpg|norm, 0.876304
J01_2018.08.08 09_47_53.jpg|norm, 0.813749
J01_2018.08.04 09_56_36.jpg|norm, 1.0
J01_2018.08.08 10_17_26.jpg|norm, 1.0
J01_2018.07.20 08_25_39.jpg|norm, 1.0
J01_2018.08.01 08_46_51.jpg|norm, 1.0
J01_2018.08.01 08_21_04.jpg|norm, 0.452852
J01_2018.08.08 09_09_39.jpg|norm, 0.386517
J01_2018.07.26 09_25_35.jpg|norm, 1.0
J01_2018.08.07 16_07_10.jpg|norm, 0.28001
J01_2018.07.31 15_14_33.jpg|norm, 0.888142
J01_2018.08.08 08_35_52.jpg|norm, 0.704034
J01_2018.08.07 14_41_19.jpg|norm, 1.0
J01_2018.08.08 10_05_55.jpg|norm, 0.877731
J01_2018.08.07 16_03_30.jpg|norm, 1.0
J01_2018.07.20 08_52_53.jpg|norm, 1.0
J01_2018.08.04 10_21_26.jpg|norm, 1.0
J01_2018.07.31 16_42_01.jpg|norm, 0.465077
J01_2018.07.20 08_41_42.jpg|norm, 1.0
J01_2018.07.26 08_45_58.jpg|norm, 0.85252
J01_2018.07.26 09_38_52.jpg|norm, 0.622886
J01_2018.07.26 08_53_26.jpg|norm, 1.0
J01_2018.07.26 08_36_33.jpg|norm, 0.614338
J01_2018.08.07 16_07_20.jpg|norm, 0.527148
J01_2018.08.04 09_46_09.jpg|norm, 0.172137
J01_2018.08.08 10_13_51.jpg|norm, 1.0
J01_2018.08.01 08_32_14.jpg|norm, 1.0
J01_2018.08.07 15_17_17.jpg|norm, 0.859538
J01_2018.07.20 08_29_25.jpg|norm, 1.0
J01_2018.07.31 15_11_02.jpg|norm, 0.404593
J01_2018.08.01 08_35_24.jpg|norm, 0.709224
J01_2018.08.08 08_59_28.jpg|norm, 0.836539
J01_2018.08.04 14_26_10.jpg|norm, 0.059587
J01_2018.08.07 15_07_44.jpg|norm, 0.666389
J01_2018.08.01 08_42_10.jpg|norm, 1.0
