filename|defect,probability
J01_2018.06.19 14_42_59.jpg|defect_1, 0.104205
J01_2018.06.19 14_42_59.jpg|defect_2, 0.143809
J01_2018.06.19 14_42_59.jpg|defect_3, 0.874656
J01_2018.06.19 14_42_59.jpg|defect_4, 0.331792
J01_2018.06.19 14_42_59.jpg|defect_5, 0.12997
J01_2018.06.19 14_42_59.jpg|defect_6, 0.132049
J01_2018.06.19 14_42_59.jpg|defect_7, 0.119076
J01_2018.06.19 14_42_59.jpg|defect_8, 0.098783
J01_2018.06.19 14_42_59.jpg|defect_9, 0.04
J01_2018.06.19 14_42_59.jpg|defect_10, 0.14622
J01_2018.06.27 14_55_33.jpg|norm, 0.199332
J01_2018.06.27 14_55_33.jpg|defect_1, 0.030947
J01_2018.06.27 14_55_33.jpg|defect_2, 0.125232
J01_2018.06.27 14_55_33.jpg|defect_3, 0.052069
J01_2018.06.27 14_55_33.jpg|defect_4, 0.044517
J01_2018.06.27 14_55_33.jpg|defect_5, 0.411816
J01_2018.06.27 14_55_33.jpg|defect_6, 0.264279
J01_2018.06.27 14_55_33.jpg|defect_7, 0.166715
J01_2018.06.27 14_55_33.jpg|defect_8, 0.086927
J01_2018.06.27 14_55_33.jpg|defect_9, 0.083705
J01_2018.06.27 14_55_33.jpg|defect_10, 0.139449
J01_2018.06.27 14_36_15.jpg|norm, 0.185114
J01_2018.06.27 14_36_15.jpg|defect_1, 0.012955
J01_2018.06.27 14_36_15.jpg|defect_2, 0.0
J01_2018.06.27 14_36_15.jpg|defect_3, 0.049533
J01_2018.06.27 14_36_15.jpg|defect_4, 0.005334
J01_2018.06.27 14_36_15.jpg|defect_5, 0.638392
J01_2018.06.27 14_36_15.jpg|defect_6, 0.099977
J01_2018.06.27 14_36_15.jpg|defect_7, 0.078387
J01_2018.06.27 14_36_15.jpg|defect_8, 0.132482
J01_2018.06.27 14_36_15.jpg|defect_9, 0.047277
J01_2018.06.27 14_36_15.jpg|defect_10, 0.199794
J01_2018.06.25 14_26_01.jpg|norm, 0.026998
J01_2018.06.25 14_26_01.jpg|defect_1, 0.023698
J01_2018.06.25 14_26_01.jpg|defect_2, 0.039384
J01_2018.06.25 14_26_01.jpg|defect_3, 0.953772
J01_2018.06.25 14_26_01.jpg|defect_4, 0.020844
J01_2018.06.25 14_26_01.jpg|defect_5, 0.087846
J01_2018.06.25 14_26_01.jpg|defect_6, 0.052699
J01_2018.06.25 14_26_01.jpg|defect_7, 0.047796
J01_2018.06.25 14_26_01.jpg|defect_8, 0.09884
J01_2018.06.25 14_26_01.jpg|defect_9, 0.032904
J01_2018.06.25 14_26_01.jpg|defect_10, 0.113081
J01_2018.06.25 13_33_55.jpg|norm, 0.421828
J01_2018.06.25 13_33_55.jpg|defect_1, 0.045768
J01_2018.06.25 13_33_55.jpg|defect_2, 0.057422
J01_2018.06.25 13_33_55.jpg|defect_3, 0.134078
J01_2018.06.25 13_33_55.jpg|defect_4, 0.034148
J01_2018.06.25 13_33_55.jpg|defect_5, 0.134343
J01_2018.06.25 13_33_55.jpg|defect_6, 0.187775
J01_2018.06.25 13_33_55.jpg|defect_7, 0.048786
J01_2018.06.25 13_33_55.jpg|defect_8, 0.080673
J01_2018.06.25 13_33_55.jpg|defect_9, 0.030285
J01_2018.06.25 13_33_55.jpg|defect_10, 0.059495
J01_2018.06.27 13_45_44.jpg|norm, 0.424995
J01_2018.06.27 13_45_44.jpg|defect_1, 0.018542
J01_2018.06.27 13_45_44.jpg|defect_2, 0.010326
J01_2018.06.27 13_45_44.jpg|defect_3, 0.012106
J01_2018.06.27 13_45_44.jpg|defect_4, 0.021277
J01_2018.06.27 13_45_44.jpg|defect_5, 0.099311
J01_2018.06.27 13_45_44.jpg|defect_6, 0.198764
J01_2018.06.27 13_45_44.jpg|defect_7, 0.051022
J01_2018.06.27 13_45_44.jpg|defect_8, 0.104303
J01_2018.06.27 13_45_44.jpg|defect_9, 0.062997
J01_2018.06.27 13_45_44.jpg|defect_10, 0.212672
J01_2018.06.26 14_50_30.jpg|norm, 0.564561
J01_2018.06.26 14_50_30.jpg|defect_1, 0.011185
J01_2018.06.26 14_50_30.jpg|defect_2, 0.0
J01_2018.06.26 14_50_30.jpg|defect_3, 0.067966
J01_2018.06.26 14_50_30.jpg|defect_4, 0.019248
J01_2018.06.26 14_50_30.jpg|defect_5, 0.052109
J01_2018.06.26 14_50_30.jpg|defect_6, 0.083095
J01_2018.06.26 14_50_30.jpg|defect_7, 0.109532
J01_2018.06.26 14_50_30.jpg|defect_8, 0.070191
J01_2018.06.26 14_50_30.jpg|defect_9, 0.052875
J01_2018.06.26 14_50_30.jpg|defect_10, 0.083563
J01_2018.06.27 09_34_59.jpg|norm, 0.25156
J01_2018.06.27 09_34_59.jpg|defect_1, 0.043867
J01_2018.06.27 09_34_59.jpg|defect_2, 0.036278
J01_2018.06.27 09_34_59.jpg|defect_3, 0.097427
J01_2018.06.27 09_34_59.jpg|defect_4, 0.032866
J01_2018.06.27 09_34_59.jpg|defect_5, 0.441271
J01_2018.06.27 09_34_59.jpg|defect_6, 0.124076
J01_2018.06.27 09_34_59.jpg|defect_7, 0.160986
J01_2018.06.27 09_34_59.jpg|defect_8, 0.058636
J01_2018.06.27 09_34_59.jpg|defect_9, 0.084507
J01_2018.06.27 09_34_59.jpg|defect_10, 0.116203
J01_2018.06.22 16_14_49.jpg|norm, 0.164232
J01_2018.06.22 16_14_49.jpg|defect_1, 0.018698
J01_2018.06.22 16_14_49.jpg|defect_2, 0.011218
J01_2018.06.22 16_14_49.jpg|defect_3, 0.046198
J01_2018.06.22 16_14_49.jpg|defect_4, 0.036866
J01_2018.06.22 16_14_49.jpg|defect_5, 0.157384
J01_2018.06.22 16_14_49.jpg|defect_6, 0.555498
J01_2018.06.22 16_14_49.jpg|defect_7, 0.165291
J01_2018.06.22 16_14_49.jpg|defect_8, 0.14075
J01_2018.06.22 16_14_49.jpg|defect_9, 0.041415
J01_2018.06.22 16_14_49.jpg|defect_10, 0.284482
J01_2018.06.26 14_03_34.jpg|norm, 0.516416
J01_2018.06.26 14_03_34.jpg|defect_1, 0.027034
J01_2018.06.26 14_03_34.jpg|defect_2, 0.0
J01_2018.06.26 14_03_34.jpg|defect_3, 0.042096
J01_2018.06.26 14_03_34.jpg|defect_4, 0.008584
J01_2018.06.26 14_03_34.jpg|defect_5, 0.08122
J01_2018.06.26 14_03_34.jpg|defect_6, 0.112757
J01_2018.06.26 14_03_34.jpg|defect_7, 0.085127
J01_2018.06.26 14_03_34.jpg|defect_8, 0.104698
J01_2018.06.26 14_03_34.jpg|defect_9, 0.060643
J01_2018.06.26 14_03_34.jpg|defect_10, 0.108938
J01_2018.06.25 15_10_02.jpg|norm, 0.53151
J01_2018.06.25 15_10_02.jpg|defect_1, 0.019121
J01_2018.06.25 15_10_02.jpg|defect_2, 0.013769
J01_2018.06.25 15_10_02.jpg|defect_3, 0.052917
J01_2018.06.25 15_10_02.jpg|defect_4, 0.015518
J01_2018.06.25 15_10_02.jpg|defect_5, 0.080136
J01_2018.06.25 15_10_02.jpg|defect_6, 0.177433
J01_2018.06.25 15_10_02.jpg|defect_7, 0.073273
J01_2018.06.25 15_10_02.jpg|defect_8, 0.076956
J01_2018.06.25 15_10_02.jpg|defect_9, 0.027242
J01_2018.06.25 15_10_02.jpg|defect_10, 0.06406
J01_2018.06.27 14_57_51.jpg|norm, 0.336778
J01_2018.06.27 14_57_51.jpg|defect_1, 0.015626
J01_2018.06.27 14_57_51.jpg|defect_2, 0.00908
J01_2018.06.27 14_57_51.jpg|defect_3, 0.038919
J01_2018.06.27 14_57_51.jpg|defect_4, 0.012716
J01_2018.06.27 14_57_51.jpg|defect_5, 0.224197
J01_2018.06.27 14_57_51.jpg|defect_6, 0.159585
J01_2018.06.27 14_57_51.jpg|defect_7, 0.071657
J01_2018.06.27 14_57_51.jpg|defect_8, 0.104877
J01_2018.06.27 14_57_51.jpg|defect_9, 0.106366
J01_2018.06.27 14_57_51.jpg|defect_10, 0.24847
J01_2018.06.20 15_07_29.jpg|norm, 0.636042
J01_2018.06.20 15_07_29.jpg|defect_1, 0.072872
J01_2018.06.20 15_07_29.jpg|defect_2, 0.011286
J01_2018.06.20 15_07_29.jpg|defect_3, 0.081283
J01_2018.06.20 15_07_29.jpg|defect_4, 0.02199
J01_2018.06.20 15_07_29.jpg|defect_5, 0.0163
J01_2018.06.20 15_07_29.jpg|defect_6, 0.020296
J01_2018.06.20 15_07_29.jpg|defect_7, 0.030688
J01_2018.06.20 15_07_29.jpg|defect_8, 0.125516
J01_2018.06.20 15_07_29.jpg|defect_9, 0.039203
J01_2018.06.20 15_07_29.jpg|defect_10, 0.016113
J01_2018.06.22 15_57_43.jpg|norm, 0.14381
J01_2018.06.22 15_57_43.jpg|defect_1, 0.057908
J01_2018.06.22 15_57_43.jpg|defect_2, 0.113393
J01_2018.06.22 15_57_43.jpg|defect_3, 0.028872
J01_2018.06.22 15_57_43.jpg|defect_4, 0.07741
J01_2018.06.22 15_57_43.jpg|defect_5, 0.206695
J01_2018.06.22 15_57_43.jpg|defect_6, 0.439142
J01_2018.06.22 15_57_43.jpg|defect_7, 0.151993
J01_2018.06.22 15_57_43.jpg|defect_8, 0.294612
J01_2018.06.22 15_57_43.jpg|defect_9, 0.088217
J01_2018.06.22 15_57_43.jpg|defect_10, 0.208109
J01_2018.06.28 14_31_13.jpg|norm, 0.67732
J01_2018.06.28 14_31_13.jpg|defect_1, 0.012931
J01_2018.06.28 14_31_13.jpg|defect_2, 0.003715
J01_2018.06.28 14_31_13.jpg|defect_3, 0.063278
J01_2018.06.28 14_31_13.jpg|defect_4, 0.004777
J01_2018.06.28 14_31_13.jpg|defect_5, 0.078037
J01_2018.06.28 14_31_13.jpg|defect_6, 0.050844
J01_2018.06.28 14_31_13.jpg|defect_7, 0.025759
J01_2018.06.28 14_31_13.jpg|defect_8, 0.063759
J01_2018.06.28 14_31_13.jpg|defect_9, 0.023514
J01_2018.06.28 14_31_13.jpg|defect_10, 0.052103
J01_2018.06.26 10_09_09.jpg|norm, 0.529396
J01_2018.06.26 10_09_09.jpg|defect_1, 0.046888
J01_2018.06.26 10_09_09.jpg|defect_2, 0.036654
J01_2018.06.26 10_09_09.jpg|defect_3, 0.075628
J01_2018.06.26 10_09_09.jpg|defect_4, 0.044404
J01_2018.06.26 10_09_09.jpg|defect_5, 0.037227
J01_2018.06.26 10_09_09.jpg|defect_6, 0.049437
J01_2018.06.26 10_09_09.jpg|defect_7, 0.073683
J01_2018.06.26 10_09_09.jpg|defect_8, 0.064111
J01_2018.06.26 10_09_09.jpg|defect_9, 0.109384
J01_2018.06.26 10_09_09.jpg|defect_10, 0.076252
J01_2018.06.26 14_57_49.jpg|norm, 0.588551
J01_2018.06.26 14_57_49.jpg|defect_1, 0.016473
J01_2018.06.26 14_57_49.jpg|defect_2, 0.006117
J01_2018.06.26 14_57_49.jpg|defect_3, 0.076912
J01_2018.06.26 14_57_49.jpg|defect_4, 0.015936
J01_2018.06.26 14_57_49.jpg|defect_5, 0.150735
J01_2018.06.26 14_57_49.jpg|defect_6, 0.050961
J01_2018.06.26 14_57_49.jpg|defect_7, 0.032376
J01_2018.06.26 14_57_49.jpg|defect_8, 0.047898
J01_2018.06.26 14_57_49.jpg|defect_9, 0.044633
J01_2018.06.26 14_57_49.jpg|defect_10, 0.065652
J01_2018.06.25 13_47_44.jpg|norm, 0.730882
J01_2018.06.25 13_47_44.jpg|defect_1, 0.011522
J01_2018.06.25 13_47_44.jpg|defect_2, 0.009529
J01_2018.06.25 13_47_44.jpg|defect_3, 0.011451
J01_2018.06.25 13_47_44.jpg|defect_4, 0.011205
J01_2018.06.25 13_47_44.jpg|defect_5, 0.05968
J01_2018.06.25 13_47_44.jpg|defect_6, 0.051146
J01_2018.06.25 13_47_44.jpg|defect_7, 0.038953
J01_2018.06.25 13_47_44.jpg|defect_8, 0.046391
J01_2018.06.25 13_47_44.jpg|defect_9, 0.022794
J01_2018.06.25 13_47_44.jpg|defect_10, 0.04422
J01_2018.06.25 08_59_48.jpg|norm, 0.508435
J01_2018.06.25 08_59_48.jpg|defect_1, 0.004879
J01_2018.06.25 08_59_48.jpg|defect_2, 0.063225
J01_2018.06.25 08_59_48.jpg|defect_3, 0.115396
J01_2018.06.25 08_59_48.jpg|defect_4, 0.004714
J01_2018.06.25 08_59_48.jpg|defect_5, 0.072924
J01_2018.06.25 08_59_48.jpg|defect_6, 0.119207
J01_2018.06.25 08_59_48.jpg|defect_7, 0.052694
J01_2018.06.25 08_59_48.jpg|defect_8, 0.088147
J01_2018.06.25 08_59_48.jpg|defect_9, 0.042293
J01_2018.06.25 08_59_48.jpg|defect_10, 0.082955
J01_2018.06.27 14_32_47.jpg|norm, 0.639189
J01_2018.06.27 14_32_47.jpg|defect_1, 0.030701
J01_2018.06.27 14_32_47.jpg|defect_2, 0.004148
J01_2018.06.27 14_32_47.jpg|defect_3, 0.018622
J01_2018.06.27 14_32_47.jpg|defect_4, 0.00562
J01_2018.06.27 14_32_47.jpg|defect_5, 0.078317
J01_2018.06.27 14_32_47.jpg|defect_6, 0.037785
J01_2018.06.27 14_32_47.jpg|defect_7, 0.106989
J01_2018.06.27 14_32_47.jpg|defect_8, 0.05161
J01_2018.06.27 14_32_47.jpg|defect_9, 0.033688
J01_2018.06.27 14_32_47.jpg|defect_10, 0.065084
J01_2018.06.22 14_44_36.jpg|norm, 0.380907
J01_2018.06.22 14_44_36.jpg|defect_1, 0.053958
J01_2018.06.22 14_44_36.jpg|defect_2, 0.025846
J01_2018.06.22 14_44_36.jpg|defect_3, 0.08106
J01_2018.06.22 14_44_36.jpg|defect_4, 0.03758
J01_2018.06.22 14_44_36.jpg|defect_5, 0.108013
J01_2018.06.22 14_44_36.jpg|defect_6, 0.054943
J01_2018.06.22 14_44_36.jpg|defect_7, 0.23454
J01_2018.06.22 14_44_36.jpg|defect_8, 0.071346
J01_2018.06.22 14_44_36.jpg|defect_9, 0.113686
J01_2018.06.22 14_44_36.jpg|defect_10, 0.120068
J01_2018.06.26 09_32_25.jpg|norm, 0.690042
J01_2018.06.26 09_32_25.jpg|defect_1, 0.054779
J01_2018.06.26 09_32_25.jpg|defect_2, 0.003516
J01_2018.06.26 09_32_25.jpg|defect_3, 0.049099
J01_2018.06.26 09_32_25.jpg|defect_4, 0.044218
J01_2018.06.26 09_32_25.jpg|defect_5, 0.02339
J01_2018.06.26 09_32_25.jpg|defect_6, 0.015095
J01_2018.06.26 09_32_25.jpg|defect_7, 0.017729
J01_2018.06.26 09_32_25.jpg|defect_8, 0.055599
J01_2018.06.26 09_32_25.jpg|defect_9, 0.02535
J01_2018.06.26 09_32_25.jpg|defect_10, 0.073116
J01_2018.06.28 13_17_15.jpg|norm, 0.427567
J01_2018.06.28 13_17_15.jpg|defect_1, 0.008909
J01_2018.06.28 13_17_15.jpg|defect_2, 0.0
J01_2018.06.28 13_17_15.jpg|defect_3, 0.089953
J01_2018.06.28 13_17_15.jpg|defect_4, 0.014214
J01_2018.06.28 13_17_15.jpg|defect_5, 0.078877
J01_2018.06.28 13_17_15.jpg|defect_6, 0.140008
J01_2018.06.28 13_17_15.jpg|defect_7, 0.184114
J01_2018.06.28 13_17_15.jpg|defect_8, 0.122495
J01_2018.06.28 13_17_15.jpg|defect_9, 0.049144
J01_2018.06.28 13_17_15.jpg|defect_10, 0.10826
J01_2018.06.19 14_37_01.jpg|norm, 0.320438
J01_2018.06.19 14_37_01.jpg|defect_1, 0.078644
J01_2018.06.19 14_37_01.jpg|defect_2, 0.040468
J01_2018.06.19 14_37_01.jpg|defect_3, 0.071596
J01_2018.06.19 14_37_01.jpg|defect_4, 0.025335
J01_2018.06.19 14_37_01.jpg|defect_5, 0.079106
J01_2018.06.19 14_37_01.jpg|defect_6, 0.093955
J01_2018.06.19 14_37_01.jpg|defect_7, 0.208511
J01_2018.06.19 14_37_01.jpg|defect_8, 0.18792
J01_2018.06.19 14_37_01.jpg|defect_9, 0.050095
J01_2018.06.19 14_37_01.jpg|defect_10, 0.213711
J01_2018.06.23 08_48_37.jpg|norm, 0.62802
J01_2018.06.23 08_48_37.jpg|defect_1, 0.015487
J01_2018.06.23 08_48_37.jpg|defect_2, 0.0
J01_2018.06.23 08_48_37.jpg|defect_3, 0.038455
J01_2018.06.23 08_48_37.jpg|defect_4, 0.01989
J01_2018.06.23 08_48_37.jpg|defect_5, 0.066415
J01_2018.06.23 08_48_37.jpg|defect_6, 0.050521
J01_2018.06.23 08_48_37.jpg|defect_7, 0.06778
J01_2018.06.23 08_48_37.jpg|defect_8, 0.06333
J01_2018.06.23 08_48_37.jpg|defect_9, 0.053125
J01_2018.06.23 08_48_37.jpg|defect_10, 0.076429
J01_2018.06.27 15_14_31.jpg|norm, 0.538978
J01_2018.06.27 15_14_31.jpg|defect_1, 0.082696
J01_2018.06.27 15_14_31.jpg|defect_2, 0.03284
J01_2018.06.27 15_14_31.jpg|defect_3, 0.076193
J01_2018.06.27 15_14_31.jpg|defect_4, 0.02965
J01_2018.06.27 15_14_31.jpg|defect_5, 0.083397
J01_2018.06.27 15_14_31.jpg|defect_6, 0.045563
J01_2018.06.27 15_14_31.jpg|defect_7, 0.080679
J01_2018.06.27 15_14_31.jpg|defect_8, 0.040591
J01_2018.06.27 15_14_31.jpg|defect_9, 0.076469
J01_2018.06.27 15_14_31.jpg|defect_10, 0.048959
J01_2018.06.25 14_08_17.jpg|norm, 0.136366
J01_2018.06.25 14_08_17.jpg|defect_1, 0.0489
J01_2018.06.25 14_08_17.jpg|defect_2, 0.207069
J01_2018.06.25 14_08_17.jpg|defect_3, 0.159324
J01_2018.06.25 14_08_17.jpg|defect_4, 0.05159
J01_2018.06.25 14_08_17.jpg|defect_5, 0.088383
J01_2018.06.25 14_08_17.jpg|defect_6, 0.48248
J01_2018.06.25 14_08_17.jpg|defect_7, 0.355088
J01_2018.06.25 14_08_17.jpg|defect_8, 0.100083
J01_2018.06.25 14_08_17.jpg|defect_9, 0.048637
J01_2018.06.25 14_08_17.jpg|defect_10, 0.12938
J01_2018.06.27 15_00_02.jpg|norm, 0.129847
J01_2018.06.27 15_00_02.jpg|defect_1, 0.054052
J01_2018.06.27 15_00_02.jpg|defect_2, 0.089364
J01_2018.06.27 15_00_02.jpg|defect_3, 0.236888
J01_2018.06.27 15_00_02.jpg|defect_4, 0.083051
J01_2018.06.27 15_00_02.jpg|defect_5, 0.108094
J01_2018.06.27 15_00_02.jpg|defect_6, 0.38752
J01_2018.06.27 15_00_02.jpg|defect_7, 0.232124
J01_2018.06.27 15_00_02.jpg|defect_8, 0.17688
J01_2018.06.27 15_00_02.jpg|defect_9, 0.037471
J01_2018.06.27 15_00_02.jpg|defect_10, 0.351805
J01_2018.06.19 10_04_30.jpg|norm, 0.063348
J01_2018.06.19 10_04_30.jpg|defect_1, 0.492346
J01_2018.06.19 10_04_30.jpg|defect_2, 0.094572
J01_2018.06.19 10_04_30.jpg|defect_3, 0.651381
J01_2018.06.19 10_04_30.jpg|defect_4, 0.261957
J01_2018.06.19 10_04_30.jpg|defect_5, 0.007253
J01_2018.06.19 10_04_30.jpg|defect_6, 0.005647
J01_2018.06.19 10_04_30.jpg|defect_7, 0.115303
J01_2018.06.19 10_04_30.jpg|defect_8, 0.170793
J01_2018.06.19 10_04_30.jpg|defect_9, 0.099523
J01_2018.06.19 10_04_30.jpg|defect_10, 0.178576
J01_2018.06.26 15_36_17.jpg|norm, 0.701557
J01_2018.06.26 15_36_17.jpg|defect_1, 0.009972
J01_2018.06.26 15_36_17.jpg|defect_2, 0.003786
J01_2018.06.26 15_36_17.jpg|defect_3, 0.015768
J01_2018.06.26 15_36_17.jpg|defect_4, 0.009828
J01_2018.06.26 15_36_17.jpg|defect_5, 0.022247
J01_2018.06.26 15_36_17.jpg|defect_6, 0.071122
J01_2018.06.26 15_36_17.jpg|defect_7, 0.068433
J01_2018.06.26 15_36_17.jpg|defect_8, 0.055427
J01_2018.06.26 15_36_17.jpg|defect_9, 0.013905
J01_2018.06.26 15_36_17.jpg|defect_10, 0.073816
J01_2018.06.13 14_00_46.jpg|norm, 0.188889
J01_2018.06.13 14_00_46.jpg|defect_1, 0.142084
J01_2018.06.13 14_00_46.jpg|defect_2, 0.074331
