name,coordinate
92757de8-5b5f-4626-88e6-29942e2ebd3d.jpg,352.0_0.0_114.0_32.0;18.0_16.0_102.0_72.0;615.0_20.0_94.0_65.0;252.0_94.0_101.0_110.0;478.0_77.0_125.0_122.0;928.0_109.0_140.0_140.0;822.0_175.0_198.0_142.0;147.0_273.0_188.0_197.0;440.0_252.0_182.0_194.0;
5e6687c9-8465-40f3-b73c-b51afe00a1b1.jpg,50_1_64_33;128_1_65_38;175_1_51_18;221_1_99_38;465_1_60_41;614_1_52_23;1_5_75_69;345_1_73_26;986_1_83_47;69_54_108_88;216_48_82_69;528_1_60_10;373_247_160_168;356_11_92_55;548_4_99_129;904_1_48_20;957_1_52_17;
0f675401-aed3-4d82-a660-8c1487917300.jpg,300_1_88_36;443_3_88_76;118_37_119_136;390_111_213_293;1_2_17_28;
ea956654-0c2e-4cc8-8ac9-34bb0b4bb238.jpg,700.0_0.0_54.0_40.0;0.0_0.0_121.0_82.0;105.0_17.0_94.0_58.0;284.0_16.0_110.0_41.0;533.0_27.0_119.0_45.0;409.0_46.0_146.0_54.0;772.0_43.0_200.0_97.0;699.0_84.0_187.0_67.0;246.0_183.0_130.0_101.0;437.0_191.0_116.0_98.0;360.0_276.0_218.0_223.0;147.0_275.0_167.0_128.0;674.0_270.0_160.0_140.666666;154.0_13.0_94.0_48.0;196.0_7.0_61.0_37.0;362.0_0.0_38.0_9.0;
116384e0-c04a-4b56-9de8-4fb8ca791462.jpg,288.0_129.0_125.0_117.0;470.0_165.0_149.0_136.0;668.0_181.0_203.0_158.0;136.0_246.0_235.0_227.0;476.0_312.0_219.0_188.0;
e5f8b599-6aad-430d-b5b6-3966f5900e8a.jpg,629_5_73_55;430_124_118_105;511_254_172_192;795_119_149_96;996_120_71_82;897_49_161_81;
b99fabc9-768d-4e5f-ae19-4770318edba5.jpg,400_0_44_24;500_14_64_47;48_0_67_38;173_18_70_56;785_75_77_71;0_76_112_85;433_103_99_107;577_83_94_78;418_227_150_173;121_213_192_191;12_24_102_61;180_0_58_18;266_0_49_19;420_15_54_51;461_0_61_14;
c080d07d-3d4f-45f8-9193-f21555a0d941.jpg,821.0_0.0_31.0_20.0;309.0_0.0_139.0_41.0;175.0_114.0_146.0_168.0;359.0_155.0_135.0_132.0;561.0_197.0_151.0_135.0;363.0_270.0_212.0_230.0;55.0_300.0_217.0_200.0;
b7539d99-e816-4170-a019-17a6d7f0b21c.jpg,91_0_84_22;300_0_40_16;337_0_59_28;97_60_95_65;216_28_72_56;306_38_59_60;38_113_120_102;203_231_147_163;76_35_78_62;331_30_51_45;
c1cd6ee9-6d45-4017-b91c-c3855ea746af.jpg,213_35_79_83;406_58_127_82;206_114_131_161;517_142_151_96;1_221_136_122;690_243_200_145;852_363_217_133;941_193_128_218;294_1_62_15;288_136_458_358;
5fa87bef-1e5f-4eae-b2a7-a2f5462c6913.jpg,197_59_110_116;382_84_114_115;639_160_135_115;1_441_247_60;493_456_227_44;819_414_250_86;142_186_162_198;381_210_156_163;
0e66d635-8c09-4250-8ed7-125ff1717544.jpg,685_1_77_26;777_6_82_26;984_6_82_37;296_53_68_44;406_42_76_56;1017_50_52_60;77_15_102_112;229_101_102_82;393_100_111_95;1_208_147_176;178_245_201_153;771_1_60_15;836_1_36_30;862_1_114_50;1_1_14_12;
2f3c126b-a8ef-41e3-b553-f56e3561792a.jpg,151_1_74_31;452_7_64_81;587_132_116_116;321_210_137_144;550_1_56_31;908_370_159_127;286_1_44_3;
e496f982-34d7-41a3-b11c-1dadbb83e024.jpg,189_0_75_22;404_0_69_30;518_0_72_56;412_51_73_83;559_76_95_79;154_207_154_124;386_229_143_156;40_422_207_83;
f168d168-7c1c-43f9-8d34-1ce87a9ac06b.jpg,0.0_12.0_95.0_69.0;534.0_87.0_209.0_111.0;72.0_115.0_157.0_136.0;242.0_255.0_196.0_167.0;
a5765fb9-4925-419c-8724-f4e60c36f9e8.jpg,53_1_68_31;199_1_98_39;285_11_69_54;1_23_67_51;424_1_138_47;426_36_67_53;539_63_85_61;588_29_142_62;150_93_102_92;29_174_173_153;266_267_189_163;351_1_49_12;431_67_81_66;628_2_66_44;844_1_41_19;913_1_52_20;967_1_54_18;1028_1_39_18;521_1_48_10;37_1_29_15;
9c529c94-49b5-43f1-b3b7-ec02ba5c2750.jpg,533_15_41_36;847_22_121_40;468_54_72_52;416_235_120_129;895_178_113_130;322_1_71_52;456_2_31_22;612_1_32_9;551_1_33_3;
64ec8fb1-750b-490c-a3f8-48dc0942aed4.jpg,0.0_166.0_26.0_74.0;301.0_0.0_105.0_29.0;425.0_45.0_79.0_106.0;213.0_89.0_116.0_123.0;541.0_101.0_103.0_116.0;391.0_140.0_93.0_104.0;0.0_272.0_260.0_227.666666;421.0_24.0_87.0_62.0;
55c91ad4-78b6-4d77-a5fb-a0b953bfecfc.jpg,338_67_56_56;79_1_115_62;724_21_138_49;816_1_112_57;689_61_166_85;907_51_112_78;2_103_55_109;277_113_101_93;86_157_130_116;320_383_199_118;11_318_205_175;671_358_260_143;1_1_28_7;519_1_121_67;531_1_33_11;
931c7751-276f-4e28-98bd-5efb966c90cf.jpg,914.0_9.0_114.0_43.0;438.0_245.0_145.0_166.0;
40daf178-c337-4888-8563-c6cb2cf9df48.jpg,378_126_84_105;337_221_126_175;515_90_288_345;1_80_40_38;267_2_41_26;324_1_31_22;295_16_41_28;377_1_26_19;408_3_34_23;226_442_204_55;761_87_114_77;305_1_17_14;354_1_17_7;
b0e9ef88-fb1d-4d7f-a4ca-608a226cc0ba.jpg,600_60_74_72;234_67_82_92;412_202_114_124;142_230_154_138;716_456_197_41;407_328_208_169;0_1_17_24;993_186_75_58;
9a26e701-f2d6-459a-b824-c32d61fb4f5c.jpg,1_202_26_101;158_1_306_68;476_87_94_106;756_188_120_134;730_334_217_163;1_1_63_17;
02f01973-7909-48e9-be4b-d8de8a819312.jpg,112_0_50_15;532_0_50_32;1004_1_65_46;658_3_102_43;192_23_79_73;454_13_68_78;557_60_84_70;352_151_126_110;557_127_111_95;2_251_53_145;631_267_183_159;982_1_44_34;937_0_44_25;855_3_56_24;1032_98_36_38;1052_141_16_46;465_1_51_14;459_14_57_13;
163928bc-fb5c-44c9-b0fe-85bfc5f763ee.jpg,380_1_81_14;521_1_79_25;1_1_74_52;588_1_73_71;31_37_137_64;610_84_99_94;554_245_168_174;843_284_215_172;
993420be-578a-48dd-a592-0a773e663d64.jpg,999_0_70_26;506_76_72_64;378_119_83_63;683_100_74_64;815_93_92_71;195_250_184_131;433_232_140_126;321_439_208_60;747_491_123_8;
d40d1739-eb0b-40e7-a60b-eb12655b64d9.jpg,126.0_178.0_183.0_191.0;441.0_234.0_177.0_178.0;
160b7adb-54af-4eb5-9667-2c5e4b0efa03.jpg,184_1_100_23;292_1_81_25;724_1_152_15;744_226_181_160;440_258_183_170;
bfbd0189-14df-4bc0-92af-ede5994e3b9a.jpg,362_88_105_92;737_152_130_115;0_187_45_101;314_323_220_175;690_38_173_109;912_90_136_140;
64a2e38b-793e-444e-856b-7036930c5496.jpg,251.0_25.0_99.0_103.0;395.0_64.0_109.0_134.0;91.0_221.0_208.0_178.0;370.0_376.0_237.0_122.0;
2e4aa0e4-1a85-47f8-b771-f3c492878faa.jpg,59.0_0.0_50.0_66.0;120.0_2.0_66.0_26.0;235.0_0.0_108.0_8.0;480.0_2.0_67.0_38.0;108.0_46.0_146.0_75.0;482.0_52.0_78.0_73.0;644.0_123.0_119.0_96.0;424.0_176.0_125.0_117.0;123.0_263.0_185.0_157.0;
9c2cf1c6-6fff-4e1f-b1b1-7336743e305a.jpg,228.0_259.0_162.0_125.0;
b7939e2f-c201-4a89-a752-fa489e9f8814.jpg,686.0_57.0_187.0_82.0;0.0_229.0_56.0_133.0;187.0_290.0_210.0_192.0;
cf704b11-2610-4c0a-8a79-fa240b918ed0.jpg,92_1_78_50;561_60_163_84;1_161_115_164;187_225_180_156;1036_1_31_18;
ee5b5009-5647-4335-ac2c-4407650a5d6a.jpg,436_1_83_42;3_8_80_69;516_15_108_84;26_223_223_174;370_90_249_347;703_207_193_149;59_1_104_22;
36a2d1eb-19af-4f30-b648-9d01a5f0e376.jpg,86_14_77_40;490_16_54_63;173_34_76_44;204_57_69_47;252_88_84_67;298_156_102_90;433_194_115_145;154_255_181_136;617_88_240_291;521_1_33_27;509_1_14_6;
c07db8d5-f80e-45e2-9907-f5d6cb300204.jpg,64_2_69_22;139_1_78_25;520_1_59_12;282_1_98_35;576_15_84_70;160_26_132_77;1_73_75_99;164_101_119_102;565_146_131_126;913_194_142_143;923_434_146_63;211_201_202_181;
88051f9f-4ef7-4544-a7b4-a4e89c6a288a.jpg,971_13_98_51;761_190_163_116;575_234_159_162;19_7_67_40;1_92_9_48;828_1_63_17;921_1_45_15;987_1_44_13;
773e191b-e514-45ec-be4c-e5bf732d4389.jpg,1032_94_34_33;1_1_112_46;309_1_98_36;412_45_141_57;691_69_141_56;233_212_124_99;435_244_135_126;660_284_153_141;323_405_187_95;90_298_202_161;179_1_29_8;360_1_31_10;
fc2d5e51-0a26-49d7-ad0a-fb73a8c9cc37.jpg,2_85_108_73;107_190_208_189;374_222_191_231;0_136_51_70;
e152cf2b-8796-4965-8ff4-0f1662ee6e51.jpg,162_1_124_50;324_1_56_23;253_44_88_86;408_93_102_72;183_167_146_129;1022_144_47_233;361_419_235_81;873_461_196_39;392_166_189_177;649_198_176_136;330_10_84_66;732_1_84_26;
0f658d3f-2d4e-427f-9911-1e4ba1aa6d84.jpg,149_22_112_43;257_1_116_33;383_1_87_50;443_17_135_52;644_1_132_42;196_39_174_53;677_61_78_67;644_120_106_81;143_214_152_121;436_220_132_101;687_267_184_162;1_359_229_137;423_312_180_177;107_14_108_45;919_3_145_36;872_1_35_26;170_1_93_23;
12101ee4-9351-4985-bb95-27ecc2659964.jpg,439.0_70.0_90.0_66.0;388.0_209.0_155.0_169.0;
d8561074-a715-439b-9bf7-f949882fa38a.jpg,0.0_29.0_27.0_29.0;920.0_0.0_88.0_18.0;654.0_54.0_59.0_50.0;347.0_92.0_68.0_77.0;498.0_69.0_64.0_74.0;242.0_210.0_149.0_121.0;476.0_172.0_105.0_106.0;702.0_256.0_146.0_142.0;18.0_466.0_219.0_33.62069;
6f192495-a2d0-487a-bfe4-7496fb81ff9d.jpg,544_1_62_31;220_33_90_74;565_41_92_98;528_214_136_125;
d71ad351-3093-4c20-bdb4-8d05144b6988.jpg,458_1_50_43;317_1_55_22;632_66_78_66;125_63_82_70;246_101_92_80;2_148_129_101;345_78_201_326;42_297_207_193;810_143_115_96;863_221_206_113;405_19_51_46;339_20_44_41;249_22_76_61;308_60_53_47;185_38_60_56;73_99_106_83;1_188_26_93;127_1_40_16;67_9_56_40;51_58_85_56;1_36_33_51;5_2_54_35;64_1_47_13;1034_436_34_64;201_17_46_31;170_11_36_29;197_1_36_13;511_1_50_12;
4438822d-ce6b-4f0a-a8db-3f1c8b84081d.jpg,98_20_66_25;216_21_76_33;386_13_42_32;530_12_43_29;1018_6_51_36;437_46_60_53;209_44_58_65;314_66_70_64;939_47_130_56;6_56_144_162;641_101_118_81;140_155_109_94;536_206_140_123;337_228_123_151;617_453_253_47;335_42_66_37;450_17_70_42;459_1_39_19;8_1_77_15;1_285_12_79;1_66_27_36;1059_23_10_17;490_1_27_11;
68d0eef6-0406-42ab-a6b3-bdafd7a6e4b8.jpg,49_6_48_17;240_19_40_32;311_7_35_32;381_23_47_42;468_6_37_28;1015_7_54_41;180_37_67_62;251_59_60_50;375_108_82_79;525_92_70_62;90_171_143_131;324_229_136_158;559_240_141_150;1016_2_53_26;531_1_42_13;233_1_42_23;368_1_34_25;330_1_31_19;
55d48dc9-bd33-405e-b584-bb9e0168082b.jpg,380_81_69_72;294_282_166_171;402_18_29_39;395_1_22_26;1_1_39_35;27_1_38_21;391_1_8_13;386_1_6_5;
f9a1699e-0e66-4943-a02f-ec909b8402a4.jpg,419_211_192_232;
232cf636-d4bc-47df-a7a9-5f2cb313d295.jpg,180_9_63_45;279_1_53_31;309_22_86_60;801_1_132_50;722_81_193_59;1_58_259_386;517_1_68_41;732_56_160_41;799_40_125_43;940_59_97_64;587_1_65_28;1_87_6_43;32_72_65_63;
1a20b765-feed-425a-a506-15106b998031.jpg,449.0_472.0_190.0_28.0;447.0_217.0_168.0_181.0;144.0_249.0_189.0_196.0;
bb01bfb8-8a07-4145-bcf6-9f4397b8ae46.jpg,19_1_124_64;187_87_128_113;529_174_145_188;
3e7f9541-613e-4e31-9f0f-dd1e882b2183.jpg,69_0_51_15;666_78_111_53;10_53_88_63;433_35_130_150;930_85_110_60;633_139_112_77;348_261_145_155;743_124_103_80;746_366_259_134;289_0_36_7;495_0_65_15;568_0_34_8;
3e4be386-416e-48bf-af7c-ca5537b8e731.jpg,459_176_157_198;535_4_66_41;172_55_111_80;
ca8188b2-f5b1-4d4d-b9fa-457f2f3b9ee0.jpg,446_104_140_118;753_170_161_146;311_241_154_161;1_237_18_82;508_1_50_6;1_1_28_12;
ab39a8da-d054-4536-9735-e2695a1650b3.jpg,1_38_78_123;894_21_120_118;574_1_318_328;369_115_206_201;360_316_266_184;2_3_98_65;954_110_112_182;1_124_37_95;
ddb4d2c0-2e30-42c8-b6fc-0e824f097e2d.jpg,2_3_38_20;140_4_62_29;652_0_75_61;209_17_69_37;955_0_100_20;296_27_59_53;575_30_65_54;246_192_139_134;695_183_197_200;307_347_245_153;0_10_41_25;0_21_61_39;
111e59c6-b97b-4fb2-ad03-73b695791f19.jpg,331.0_74.0_108.0_93.0;135.0_224.0_153.0_144.0;
b9327ce3-cafa-43e9-879a-b83ee350d856.jpg,875.0_147.0_136.0_116.0;263.0_153.0_174.0_184.0;515.0_241.0_169.0_175.0;
294510a1-398b-40d1-a128-e943a92c7bc8.jpg,365_163_138_119;265_278_198_174;249_0_129_21;0_0_147_30;
f6dbd4dd-9887-4460-b621-e3ada902b9e9.jpg,0_0_132_87;777_0_185_87;974_103_91_157;525_52_212_207;846_63_199_129;0_63_92_123;979_271_87_138;
bfb80a4b-ff83-43f4-9313-8062b1281e88.jpg,587_95_109_97;240_150_134_125;449_170_125_127;127_305_207_179;230_492_124_6;49_0_129_12;
94f0e924-91ec-4cb6-97e0-3f2193415f86.jpg,140_1_77_34;221_7_60_59;338_1_62_33;76_21_95_71;263_18_84_68;433_27_69_58;548_45_74_59;360_132_112_108;563_151_124_107;333_263_160_152;596_363_218_134;1001_3_68_31;1020_32_47_30;946_2_49_20;827_1_61_17;80_55_108_76;262_1_52_21;28_1_85_8;127_1_26_8;211_1_43_7;
85ba1b7b-6ad4-4c2b-9c51-94d8b06632eb.jpg,250_1_76_35;365_6_95_75;199_9_104_98;185_109_119_112;365_93_105_91;358_199_159_153;610_277_278_220;260_450_230_48;349_1_71_17;1_482_84_16;783_1_70_16;
0c4d0121-9095-40d9-9134-48a9da7b6f56.jpg,409.0_44.0_96.0_94.0;246.0_261.0_170.0_169.0;
2132b394-642f-4df6-ad65-e50c85873d3d.jpg,244_1_62_35;439_67_88_59;306_224_147_161;546_1_54_37;602_1_51_14;2_5_60_41;
480cb3b5-cb1d-430a-a544-585f55ce9b8e.jpg,223_1_59_23;417_1_72_19;473_1_68_51;578_1_56_45;1032_3_35_35;343_1_85_43;846_13_107_51;1_46_68_67;109_33_101_73;440_71_92_81;779_72_87_82;573_210_152_148;1046_31_21_35;1044_75_22_43;309_1_40_6;
26499304-6479-4dc6-b225-c8276edb8039.jpg,1030_0_39_19;1015_63_54_78;0_199_91_164;184_273_192_164;
0f1dfb84-f3de-47f6-bf8e-4b9806d4bce3.jpg,554_1_61_38;399_15_113_48;732_42_136_36;797_55_149_45;933_94_131_52;254_182_135_120;133_272_171_162;1_28_50_44;1_5_57_34;44_1_71_28;139_22_93_29;248_23_45_23;207_36_166_65;414_1_30_9;359_1_34_10;
92c82e4e-8b7e-45ce-935c-c657959d51fe.jpg,5_1_79_60;619_266_157_153;
ca85d35f-96ae-4233-914e-93cca6e0c5f5.jpg,370_1_55_30;349_26_79_83;457_22_76_61;442_101_112_95;289_130_138_129;437_209_163_148;1_50_43_79;1_190_113_214;878_1_143_27;396_475_177_23;
3b51756e-249e-450c-8d79-f68910a6d69a.jpg,537_1_39_25;974_46_95_55;392_273_162_147;678_272_152_134;706_471_159_29;
31ac1ecc-bd4f-41c5-81fb-fcc3f68c9d07.jpg,79_24_91_90;179_138_244_309;124_5_69_45;
2fa5d2e6-153d-4fca-b655-592a62d8d946.jpg,433.0_66.0_81.0_59.0;347.0_133.0_84.0_73.0;476.0_121.0_99.0_112.0;678.0_134.0_96.0_82.0;826.0_136.0_107.0_82.0;702.0_204.0_144.0_171.0;926.0_279.0_143.0_163.0;361.0_359.0_195.0_141.0;177.0_257.0_181.0_146.0;
760db624-1248-48bc-87d2-036a1895a7bb.jpg,1_1_33_34;92_1_62_13;530_17_69_74;295_25_76_58;414_37_77_75;168_199_153_127;395_265_130_149;30_363_212_137;631_171_418_327;
342e19ed-4a5b-4594-8243-519fb1295262.jpg,498_119_107_109;211_235_199_179;415_241_165_206;75_7_107_54;5_55_159_94;288_1_72_15;
c7002095-87ad-4826-b003-f4faca91b089.jpg,347.0_0.0_157.0_15.0;659.0_0.0_131.0_18.0;185.0_160.0_123.0_113.0;368.0_167.0_117.0_110.0;396.0_217.0_236.0_278.0;568.0_203.0_157.0_131.0;1041.0_246.0_27.020834_127.0;0.0_0.0_231.0_26.0;796.0_0.0_56.0_11.0;
a56d7186-6bbf-4cf3-bfff-ef8a6f11d969.jpg,231_0_86_37;392_25_60_34;360_44_63_59;0_17_25_33;931_0_102_17;675_104_91_67;404_248_142_134;29_21_78_36;42_12_64_25;111_8_54_28;657_0_79_79;1044_0_25_14;741_434_207_66;
ce0e064a-ecd5-4d94-86f9-c4b54dfe2f5e.jpg,457.0_174.0_175.0_173.0;
75dfced9-b58e-4554-86b4-00114111f958.jpg,224_32_82_35;286_1_34_17;330_1_34_18;1_1_72_86;518_31_124_46;841_39_158_68;531_186_155_142;340_251_142_152;548_338_206_162;370_1_34_14;506_1_31_4;316_1_14_9;7_1_81_15;
c07afad9-d9e9-40c8-b966-dbd73460a139.jpg,306_0_42_26;388_1_38_17;428_0_54_33;660_7_71_42;855_38_122_44;221_91_94_72;623_110_89_82;465_121_91_78;427_260_164_170;148_242_184_160;858_2_52_35;658_298_407_202;154_0_57_14;
c23e7a03-5bae-49c5-817f-73b67f59d21f.jpg,219_22_71_50;405_0_41_23;496_14_55_57;654_5_67_38;305_59_80_52;126_57_90_68;558_14_131_142;0_113_54_90;288_152_111_99;464_170_110_91;425_269_148_165;0_445_242_55;331_476_180_25;633_96_211_257;123_247_190_132;136_0_80_14;9_0_56_14;289_100_90_58;331_0_44_18;556_1_48_16;
12eb66f0-0eb6-4e31-9c76-e187ec176be9.jpg,1_41_32_24;1_28_57_27;209_14_68_35;284_8_74_30;620_1_38_11;970_1_48_18;992_1_77_28;346_52_70_54;453_39_65_43;654_47_60_55;742_36_72_55;558_73_72_60;387_90_70_60;881_113_93_80;306_144_131_101;680_213_144_126;869_233_168_127;170_286_195_152;384_322_195_178;27_20_67_29;68_7_67_23;279_29_62_35;619_9_43_37;677_1_39_15;701_1_52_46;951_1_38_15;927_1_25_9;
1cbb20ca-b946-4acc-82ff-5ec98f0731d2.jpg,492.0_8.0_57.0_53.0;756.0_47.0_134.0_71.0;644.0_123.0_109.0_100.0;446.0_179.0_128.0_169.0;242.0_0.0_201.0_202.0;896.0_439.0_171.709678_59.709678;
9aafb305-4a30-4374-a085-d7754ed54e80.jpg,790.0_0.0_91.0_75.0;474.0_37.0_101.0_91.0;23.0_56.0_164.0_125.0;176.0_0.0_212.0_237.0;451.0_240.0_172.0_173.0;35.0_280.0_233.0_202.0;
a1c4fcc3-3ba0-472f-8f9e-25dc52e507d2.jpg,215.0_251.0_211.0_159.0;
09f6e31b-b027-4ad1-a631-a61d6749304c.jpg,664_0_38_12;823_0_66_27;791_0_52_17;189_226_146_123;419_282_143_153;699_0_33_18;716_0_73_28;772_46_70_44;
6409b55e-5e66-4246-a086-f3f70f984e55.jpg,568_1_52_36;516_50_68_62;620_34_65_48;561_88_82_57;873_19_116_50;570_148_99_83;1000_139_68_107;59_170_121_118;572_255_200_232;72_296_210_197;212_4_49_42;235_4_80_24;840_11_46_29;863_1_50_12;788_5_45_24;752_20_91_30;657_1_40_17;808_1_36_16;703_1_50_13;319_1_29_11;346_1_17_6;
0a687a81-f580-4420-8cb7-a08a946a4818.jpg,134.0_0.0_132.0_39.0;769.0_179.0_175.0_141.0;330.0_197.0_161.0_199.0;575.0_373.0_231.0_125.0;
2f6e522c-4723-4e6f-a70d-e286ed6288cb.jpg,886_0_39_32;0_38_110_140;950_115_119_159;342_301_294_198;0_13_82_62;45_0_109_49;728_0_112_32;899_0_159_122;
6c43eb43-937d-44c1-bf99-20f08ab269cd.jpg,207_0_138_30;393_0_115_37;465_24_135_132;0_275_88_220;523_179_211_191;
79a80fce-82b1-4d0f-a531-5b4d383651c3.jpg,423.0_227.0_181.0_216.0;
c2859cc6-a76f-4bb8-8edb-cc6dd980a2b5.jpg,0_0_158_84;742_0_142_56;828_23_185_109;0_24_102_139;869_93_200_237;0_163_231_205;489_128_254_231;
968f05a5-e303-4bf1-bf2c-00c195a5209c.jpg,815_69_144_88;949_178_119_120;497_330_184_170;281_260_184_166;
940d199a-5b1c-4c82-ae4e-3c2d66bf9a60.jpg,644.0_253.0_146.0_159.0;
67912640-94e6-46dd-b040-f9a1bb15070c.jpg,266_1_55_16;427_1_94_15;81_1_137_48;322_61_129_82;557_40_80_69;726_25_85_66;999_46_67_54;983_126_86_97;293_207_167_160;565_304_196_196;947_1_122_38;1049_97_19_26;1_1_25_10;
d40e01b7-55c1-4f0b-8542-1d786b09e330.jpg,506_93_139_88;366_245_145_173;1_149_25_81;
3800bdb5-95d5-4fcc-a38a-3dca2bcd1b74.jpg,763.0_0.0_168.0_124.0;715.0_196.0_213.0_156.0;179.0_258.0_200.0_189.666666;768.0_338.0_280.0_161.666666;
