filename,probability
J01_2018.06.17 10_09_14.jpg,0.223839
J01_2018.06.17 10_11_34.jpg,0.117955
J01_2018.06.17 10_18_07.jpg,0.404322
J01_2018.06.17 10_20_04.jpg,0.770972
J01_2018.06.17 10_23_52.jpg,0.67176
J01_2018.06.17 10_25_50.jpg,0.054638
J01_2018.06.17 13_09_58.jpg,0.993758
J01_2018.06.17 13_14_33.jpg,0.999851
J01_2018.06.17 13_20_07.jpg,0.0
J01_2018.06.17 13_21_53.jpg,0.239599
J01_2018.06.17 13_22_55.jpg,0.999277
J01_2018.06.17 13_27_38.jpg,0.149706
J01_2018.06.17 13_35_03.jpg,0.689994
J01_2018.06.17 13_45_02.jpg,0.929975
J01_2018.06.17 13_47_58.jpg,0.999054
J01_2018.06.17 13_48_11.jpg,0.997455
J01_2018.06.17 13_51_14.jpg,0.911299
J01_2018.06.17 13_53_36.jpg,0.62789
J01_2018.06.17 13_56_15.jpg,0.547032
J01_2018.06.17 14_01_59.jpg,0.0
J01_2018.06.17 14_09_29.jpg,0.974966
J01_2018.06.17 14_14_50.jpg,0.0
J01_2018.06.17 14_15_03.jpg,0.0
J01_2018.06.17 14_19_05.jpg,0.993395
J01_2018.06.17 14_19_14.jpg,0.999647
J01_2018.06.17 14_19_44.jpg,0.0
J01_2018.06.17 14_27_55.jpg,0.998541
J01_2018.06.17 14_28_09.jpg,0.965911
J01_2018.06.17 14_28_20.jpg,0.32253
J01_2018.06.17 14_36_15.jpg,0.963282
J01_2018.06.17 14_56_41.jpg,0.056913
J01_2018.06.17 14_58_23.jpg,0.980833
J01_2018.06.17 15_00_19.jpg,0.966863
J01_2018.06.17 15_02_50.jpg,0.894912
J01_2018.06.17 15_03_38.jpg,0.961346
J01_2018.06.17 15_04_24.jpg,0.752505
J01_2018.06.17 15_07_54.jpg,0.080686
J01_2018.06.17 15_10_18.jpg,0.988376
J01_2018.06.17 15_12_11.jpg,0.997688
J01_2018.06.17 15_13_16.jpg,0.933659
J01_2018.06.17 15_14_53.jpg,0.998718
J01_2018.06.17 15_22_32.jpg,0.999769
J01_2018.06.17 15_29_15.jpg,0.947347
J01_2018.06.17 15_33_43.jpg,0.980694
J01_2018.06.17 15_51_55.jpg,0.51559
J01_2018.06.17 15_52_06.jpg,0.429906
J01_2018.06.17 15_53_56.jpg,0.0
J01_2018.06.19 08_36_10.jpg,0.996055
J01_2018.06.19 08_39_42.jpg,0.98762
J01_2018.06.19 08_43_03.jpg,0.417011
J01_2018.06.19 08_43_48.jpg,0.997838
J01_2018.06.19 08_46_02.jpg,0.507849
J01_2018.06.19 08_47_06.jpg,0.071501
J01_2018.06.19 08_49_14.jpg,0.963935
J01_2018.06.19 09_04_43.jpg,0.647711
J01_2018.06.19 09_05_01.jpg,0.456266
J01_2018.06.19 09_06_49.jpg,0.0
J01_2018.06.19 09_08_50.jpg,0.390328
J01_2018.06.19 09_09_18.jpg,0.299307
J01_2018.06.19 09_12_28.jpg,0.999844
J01_2018.06.19 09_19_27.jpg,0.269064
J01_2018.06.19 09_30_55.jpg,0.891629
J01_2018.06.19 09_50_01.jpg,0.0
J01_2018.06.19 09_56_15.jpg,0.280608
J01_2018.06.19 09_58_03.jpg,0.738251
J01_2018.06.19 09_58_46.jpg,0.345581
J01_2018.06.19 10_00_49.jpg,0.194997
J01_2018.06.19 10_03_37.jpg,0.393311
J01_2018.06.19 10_18_42.jpg,0.992018
J01_2018.06.19 10_25_53.jpg,0.249013
J01_2018.06.19 10_36_29.jpg,0.096239
J01_2018.06.19 10_37_14.jpg,0.0
J01_2018.06.19 13_25_51.jpg,0.920953
J01_2018.06.19 13_41_07.jpg,0.817053
J01_2018.06.19 13_54_51.jpg,0.995301
J01_2018.06.19 13_55_05.jpg,0.265628
J01_2018.06.19 13_57_24.jpg,0.932752
J01_2018.06.19 14_02_18.jpg,0.999337
J01_2018.06.19 14_02_30.jpg,0.0
J01_2018.06.19 14_08_29.jpg,0.605916
J01_2018.06.19 14_13_13.jpg,0.999865
J01_2018.06.19 14_13_28.jpg,0.0
J01_2018.06.19 14_20_39.jpg,0.771292
J01_2018.06.19 14_27_39.jpg,0.400557
J01_2018.06.19 14_28_46.jpg,0.992781
J01_2018.06.19 14_30_12.jpg,0.998594
J01_2018.06.19 14_32_31.jpg,0.911818
J01_2018.06.19 14_34_18.jpg,0.079146
J01_2018.06.19 14_37_59.jpg,0.406748
J01_2018.06.19 14_41_56.jpg,0.999993
J01_2018.06.19 14_42_07.jpg,0.680056
J01_2018.06.19 14_44_28.jpg,0.357322
J01_2018.06.19 14_50_47.jpg,0.999971
J01_2018.06.19 14_57_04.jpg,0.841355
J01_2018.06.19 15_01_58.jpg,0.217717
J01_2018.06.19 15_04_09.jpg,0.998357
J01_2018.06.19 15_04_20.jpg,0.095646
J01_2018.06.19 15_10_05.jpg,0.996542
J01_2018.06.19 15_12_28.jpg,0.081138
J01_2018.06.19 15_16_22.jpg,0.052257
J01_2018.06.19 15_30_56.jpg,0.150715
J01_2018.06.19 15_31_51.jpg,0.999951
J01_2018.06.19 15_32_01.jpg,0.261119
J01_2018.06.19 15_37_59.jpg,0.99952
J01_2018.06.19 15_39_39.jpg,0.99902
J01_2018.06.19 15_41_41.jpg,0.999812
J01_2018.06.20 08_44_17.jpg,0.994441
J01_2018.06.20 08_45_04.jpg,0.218177
J01_2018.06.20 08_46_13.jpg,0.999646
J01_2018.06.20 08_46_46.jpg,0.998928
J01_2018.06.20 08_50_35.jpg,0.687283
J01_2018.06.20 08_51_55.jpg,0.982796
J01_2018.06.20 08_53_32.jpg,0.986722
J01_2018.06.20 08_58_29.jpg,0.903375
J01_2018.06.20 09_06_43.jpg,0.0
J01_2018.06.20 14_13_12.jpg,0.123241
J01_2018.06.20 14_17_09.jpg,0.997821
J01_2018.06.20 14_17_32.jpg,0.0
J01_2018.06.20 14_19_04.jpg,0.998948
J01_2018.06.20 14_19_20.jpg,0.112196
J01_2018.06.20 14_26_46.jpg,0.253726
J01_2018.06.20 14_28_16.jpg,0.991847
J01_2018.06.20 14_30_39.jpg,0.999947
J01_2018.06.20 14_35_22.jpg,0.375769
J01_2018.06.20 14_37_39.jpg,0.998909
J01_2018.06.20 14_38_05.jpg,0.999657
J01_2018.06.20 14_39_41.jpg,0.142448
J01_2018.06.20 14_46_54.jpg,0.206085
J01_2018.06.20 14_49_26.jpg,0.988345
J01_2018.06.20 14_52_35.jpg,0.982446
J01_2018.06.20 14_58_14.jpg,0.805017
J01_2018.06.20 15_00_35.jpg,0.0
J01_2018.06.20 15_02_17.jpg,0.055958
J01_2018.06.20 15_14_09.jpg,0.965575
J01_2018.06.20 15_22_42.jpg,0.954155
J01_2018.06.20 15_27_05.jpg,0.403478
J01_2018.06.20 15_32_19.jpg,0.058691
J01_2018.06.20 15_38_27.jpg,0.089203
J01_2018.06.20 15_50_16.jpg,0.975171
J01_2018.06.22 08_37_57.jpg,0.0
J01_2018.06.22 08_41_01.jpg,0.216521
J01_2018.06.22 08_42_52.jpg,0.926264
J01_2018.06.22 08_43_18.jpg,0.0
J01_2018.06.22 08_45_46.jpg,0.999745
J01_2018.06.22 08_48_42.jpg,0.991976
J01_2018.06.22 08_48_50.jpg,0.117559
J01_2018.06.22 08_51_14.jpg,0.819622
J01_2018.06.22 08_52_08.jpg,0.061693
J01_2018.06.22 08_55_18.jpg,0.993882
J01_2018.06.22 08_58_40.jpg,0.277552
J01_2018.06.22 09_01_12.jpg,0.994701
J01_2018.06.22 09_06_45.jpg,0.858304
J01_2018.06.22 09_12_41.jpg,0.913548
J01_2018.06.22 09_34_37.jpg,0.86402
J01_2018.06.22 09_41_37.jpg,0.999961
J01_2018.06.22 09_41_46.jpg,0.731099
J01_2018.06.22 09_45_07.jpg,0.704323
J01_2018.06.22 09_45_25.jpg,0.143126
J01_2018.06.22 10_11_23.jpg,0.897993
J01_2018.06.22 10_14_44.jpg,0.526461
J01_2018.06.22 10_16_08.jpg,0.999965
J01_2018.06.22 10_18_49.jpg,0.869171
J01_2018.06.22 10_20_52.jpg,0.159518
J01_2018.06.22 10_26_09.jpg,0.100509
J01_2018.06.22 10_31_28.jpg,0.673352
J01_2018.06.22 13_56_49.jpg,0.987572
J01_2018.06.22 14_03_50.jpg,0.905698
J01_2018.06.22 14_06_02.jpg,0.0
J01_2018.06.22 14_06_53.jpg,0.966032
J01_2018.06.22 14_15_27.jpg,0.22673
J01_2018.06.22 14_15_47.jpg,0.0
J01_2018.06.22 14_18_08.jpg,0.999967
J01_2018.06.22 14_19_41.jpg,0.055123
J01_2018.06.22 14_19_50.jpg,0.0
J01_2018.06.22 14_22_27.jpg,0.053516
J01_2018.06.22 14_22_45.jpg,0.854639
J01_2018.06.22 14_39_12.jpg,0.999379
J01_2018.06.22 14_42_40.jpg,0.969216
J01_2018.06.22 14_52_00.jpg,0.292057
J01_2018.06.22 15_11_11.jpg,0.194236
J01_2018.06.22 15_28_35.jpg,0.997893
J01_2018.06.22 15_29_31.jpg,0.334241
J01_2018.06.22 15_33_38.jpg,0.502592
J01_2018.06.22 15_39_29.jpg,0.230789
J01_2018.06.22 15_42_19.jpg,0.94984
J01_2018.06.22 15_46_18.jpg,0.99605
J01_2018.06.22 15_48_47.jpg,0.992535
J01_2018.06.22 15_51_43.jpg,0.0
J01_2018.06.22 16_04_52.jpg,0.985919
J01_2018.06.22 16_06_47.jpg,0.997002
J01_2018.06.22 16_07_05.jpg,0.507684
J01_2018.06.22 16_07_43.jpg,0.982528
J01_2018.06.22 16_11_37.jpg,0.996433
J01_2018.06.23 08_38_46.jpg,0.0
J01_2018.06.23 08_40_45.jpg,0.999983
J01_2018.06.23 08_43_51.jpg,0.980215
J01_2018.06.23 08_53_56.jpg,0.95141
J01_2018.06.23 08_55_20.jpg,0.0
J01_2018.06.23 08_58_55.jpg,0.405184
J01_2018.06.23 09_03_30.jpg,0.116478
J01_2018.06.23 09_08_32.jpg,0.235731
J01_2018.06.23 09_15_19.jpg,0.179436
J01_2018.06.23 09_19_44.jpg,0.439227
J01_2018.06.23 09_19_51.jpg,0.453252
J01_2018.06.23 09_20_11.jpg,0.61372
J01_2018.06.23 09_25_03.jpg,0.999696
J01_2018.06.23 09_27_53.jpg,0.99672
J01_2018.06.23 09_36_20.jpg,0.767234
J01_2018.06.23 09_36_24.jpg,0.693258
J01_2018.06.23 09_36_42.jpg,0.276524
J01_2018.06.23 09_38_54.jpg,0.940203
J01_2018.06.23 09_43_04.jpg,0.933063
J01_2018.06.23 09_46_20.jpg,0.999983
J01_2018.06.23 09_47_01.jpg,0.059375
J01_2018.06.23 09_51_51.jpg,0.999886
J01_2018.06.23 09_52_17.jpg,0.05599
J01_2018.06.23 09_52_31.jpg,0.733991
J01_2018.06.23 09_53_32.jpg,0.197533
J01_2018.06.23 09_55_38.jpg,0.9805
J01_2018.06.23 09_56_18.jpg,0.172661
J01_2018.06.23 10_01_28.jpg,0.991151
J01_2018.06.23 10_02_34.jpg,0.0
J01_2018.06.23 10_04_40.jpg,0.887308
J01_2018.06.23 10_06_42.jpg,0.949897
J01_2018.06.23 10_07_00.jpg,0.875656
J01_2018.06.23 10_09_28.jpg,0.0
J01_2018.06.23 10_12_28.jpg,0.998049
J01_2018.06.23 10_16_51.jpg,0.933826
J01_2018.06.23 10_17_28.jpg,0.861401
J01_2018.06.23 10_18_52.jpg,0.0
J01_2018.06.23 10_18_57.jpg,0.0
J01_2018.06.23 10_21_30.jpg,0.0
J01_2018.06.23 10_24_35.jpg,0.093688
J01_2018.06.23 10_31_45.jpg,0.995036
J01_2018.06.23 10_32_42.jpg,0.073085
J01_2018.06.23 10_33_04.jpg,0.299106
J01_2018.06.23 10_33_42.jpg,0.951308
J01_2018.06.23 10_47_12.jpg,0.801164
J01_2018.06.23 13_17_54.jpg,0.971481
J01_2018.06.23 13_25_48.jpg,0.978473
J01_2018.06.23 13_26_40.jpg,0.672981
J01_2018.06.23 13_27_26.jpg,0.068786
J01_2018.06.23 13_28_52.jpg,0.065894
J01_2018.06.23 13_29_11.jpg,0.66828
J01_2018.06.23 13_30_02.jpg,0.999761
J01_2018.06.23 13_39_18.jpg,0.999802
J01_2018.06.23 13_40_22.jpg,0.965628
J01_2018.06.23 13_42_20.jpg,0.050335
J01_2018.06.23 13_45_00.jpg,0.959189
J01_2018.06.23 13_45_56.jpg,0.471342
J01_2018.06.23 13_50_17.jpg,0.284156
J01_2018.06.23 13_51_17.jpg,0.943756
J01_2018.06.23 13_57_46.jpg,0.99253
J01_2018.06.23 13_58_08.jpg,0.718136
J01_2018.06.23 14_01_34.jpg,0.999267
J01_2018.06.23 14_02_00.jpg,0.191632
J01_2018.06.23 14_02_07.jpg,0.959498
J01_2018.06.23 14_04_33.jpg,0.0
J01_2018.06.23 14_08_31.jpg,0.055222
J01_2018.06.23 14_08_41.jpg,0.692996
J01_2018.06.23 14_09_35.jpg,0.212963
J01_2018.06.25 08_44_04.jpg,0.993952
J01_2018.06.25 08_45_04.jpg,0.328556
J01_2018.06.25 08_48_24.jpg,0.057882
J01_2018.06.25 08_49_37.jpg,0.165694
J01_2018.06.25 08_50_27.jpg,0.93032
J01_2018.06.25 08_53_01.jpg,0.467293
J01_2018.06.25 08_59_42.jpg,0.854328
J01_2018.06.25 09_01_54.jpg,0.328695
J01_2018.06.25 09_56_57.jpg,0.0
J01_2018.06.25 09_58_51.jpg,0.990426
J01_2018.06.25 10_02_29.jpg,0.505178
J01_2018.06.25 10_03_31.jpg,0.883126
J01_2018.06.25 10_03_48.jpg,0.161177
J01_2018.06.25 10_08_15.jpg,0.999956
J01_2018.06.25 10_09_51.jpg,0.995224
J01_2018.06.25 10_11_11.jpg,0.142965
J01_2018.06.25 10_19_03.jpg,0.063729
J01_2018.06.25 10_20_55.jpg,0.697894
J01_2018.06.25 10_29_53.jpg,0.998929
J01_2018.06.25 10_30_36.jpg,0.16622
J01_2018.06.25 10_33_17.jpg,0.989151
J01_2018.06.25 10_33_47.jpg,0.070163
J01_2018.06.25 10_34_40.jpg,0.999954
J01_2018.06.25 10_35_34.jpg,0.0
J01_2018.06.25 13_17_14.jpg,0.079315
J01_2018.06.25 13_17_49.jpg,0.304928
J01_2018.06.25 13_20_48.jpg,0.913337
J01_2018.06.25 13_24_11.jpg,0.0
J01_2018.06.25 13_24_29.jpg,0.979315
J01_2018.06.25 13_26_26.jpg,0.0
J01_2018.06.25 13_28_01.jpg,0.954657
J01_2018.06.25 13_29_53.jpg,0.999884
J01_2018.06.25 13_33_24.jpg,0.102673
J01_2018.06.25 13_33_36.jpg,0.51624
J01_2018.06.25 13_34_06.jpg,0.385803
J01_2018.06.25 13_34_15.jpg,0.665356
J01_2018.06.25 13_35_38.jpg,0.091475
J01_2018.06.25 13_35_44.jpg,0.68467
J01_2018.06.25 13_37_56.jpg,0.0
J01_2018.06.25 13_38_35.jpg,0.866715
J01_2018.06.25 13_40_50.jpg,0.475038
J01_2018.06.25 13_45_25.jpg,0.816923
J01_2018.06.25 13_45_48.jpg,0.373571
J01_2018.06.25 13_46_12.jpg,0.0
J01_2018.06.25 13_48_17.jpg,0.999891
J01_2018.06.25 13_49_40.jpg,0.849925
J01_2018.06.25 13_53_08.jpg,0.490366
J01_2018.06.25 13_54_18.jpg,0.998363
J01_2018.06.25 13_56_47.jpg,0.992876
J01_2018.06.25 13_58_58.jpg,0.22837
J01_2018.06.25 13_59_11.jpg,0.515757
J01_2018.06.25 14_03_37.jpg,0.059527
J01_2018.06.25 14_05_53.jpg,0.099549
J01_2018.06.25 14_06_48.jpg,0.955821
J01_2018.06.25 14_08_24.jpg,0.264238
J01_2018.06.25 14_12_41.jpg,0.921379
J01_2018.06.25 14_14_12.jpg,0.235005
J01_2018.06.25 14_14_55.jpg,0.0
J01_2018.06.25 14_22_43.jpg,0.718959
J01_2018.06.25 14_27_41.jpg,0.107818
J01_2018.06.25 14_31_48.jpg,0.0
J01_2018.06.25 14_31_54.jpg,0.0
J01_2018.06.25 14_32_48.jpg,0.127679
J01_2018.06.25 14_32_55.jpg,0.089442
J01_2018.06.25 14_34_54.jpg,0.346425
J01_2018.06.25 14_37_36.jpg,0.336392
J01_2018.06.25 14_39_50.jpg,0.59768
J01_2018.06.25 14_41_40.jpg,0.871898
J01_2018.06.25 14_41_48.jpg,0.997876
J01_2018.06.25 14_41_53.jpg,0.996509
J01_2018.06.25 14_42_51.jpg,0.703423
J01_2018.06.25 14_43_03.jpg,0.789896
J01_2018.06.25 14_43_13.jpg,0.092506
J01_2018.06.25 14_47_09.jpg,0.99998
J01_2018.06.25 14_48_02.jpg,0.204992
J01_2018.06.25 14_49_12.jpg,0.143563
J01_2018.06.25 14_51_31.jpg,0.080908
J01_2018.06.25 14_53_53.jpg,0.067391
J01_2018.06.25 14_56_03.jpg,0.443396
J01_2018.06.25 14_57_06.jpg,0.725315
J01_2018.06.25 14_57_50.jpg,0.247257
J01_2018.06.25 14_59_01.jpg,0.274323
J01_2018.06.25 15_11_09.jpg,0.865167
J01_2018.06.25 15_14_31.jpg,0.80236
J01_2018.06.25 15_16_41.jpg,0.991219
J01_2018.06.25 15_17_43.jpg,0.0
J01_2018.06.25 15_19_00.jpg,0.995717
J01_2018.06.25 15_19_09.jpg,0.117913
J01_2018.06.25 15_19_38.jpg,0.0
J01_2018.06.25 15_21_46.jpg,0.0
J01_2018.06.25 15_24_40.jpg,0.471938
J01_2018.06.25 15_26_53.jpg,0.080225
J01_2018.06.25 15_27_30.jpg,0.998897
J01_2018.06.25 15_34_17.jpg,0.308975
J01_2018.06.25 15_41_54.jpg,0.438191
J01_2018.06.25 15_43_08.jpg,0.062677
J01_2018.06.26 08_43_20.jpg,0.997568
J01_2018.06.26 08_46_14.jpg,0.209911
J01_2018.06.26 08_51_14.jpg,0.074479
J01_2018.06.26 08_53_25.jpg,0.25349
J01_2018.06.26 08_55_32.jpg,0.993212
J01_2018.06.26 09_00_00.jpg,0.910319
J01_2018.06.26 09_00_13.jpg,0.748134
J01_2018.06.26 09_00_20.jpg,0.511608
J01_2018.06.26 09_00_32.jpg,0.208919
J01_2018.06.26 09_04_28.jpg,0.629735
J01_2018.06.26 09_05_05.jpg,0.999891
J01_2018.06.26 09_06_06.jpg,0.379531
J01_2018.06.26 09_13_22.jpg,0.999858
J01_2018.06.26 09_15_14.jpg,0.0
J01_2018.06.26 09_17_03.jpg,0.304501
J01_2018.06.26 09_20_17.jpg,0.073965
J01_2018.06.26 09_22_51.jpg,0.999968
J01_2018.06.26 09_23_16.jpg,0.052368
J01_2018.06.26 09_28_01.jpg,0.447106
J01_2018.06.26 09_39_12.jpg,0.0
J01_2018.06.26 09_39_20.jpg,0.070606
J01_2018.06.26 09_39_54.jpg,0.0
J01_2018.06.26 09_41_20.jpg,0.0
J01_2018.06.26 09_42_19.jpg,0.999924
J01_2018.06.26 10_03_14.jpg,0.99987
J01_2018.06.26 10_04_15.jpg,0.173
J01_2018.06.26 10_06_31.jpg,0.079446
J01_2018.06.26 10_10_34.jpg,0.163947
J01_2018.06.26 10_13_37.jpg,0.265887
J01_2018.06.26 10_15_51.jpg,0.0
J01_2018.06.26 10_18_51.jpg,0.0
J01_2018.06.26 10_19_00.jpg,0.076748
J01_2018.06.26 13_24_48.jpg,0.0
J01_2018.06.26 13_25_45.jpg,0.0
J01_2018.06.26 13_28_40.jpg,0.0
J01_2018.06.26 13_31_57.jpg,0.811653
J01_2018.06.26 13_32_51.jpg,0.073467
J01_2018.06.26 13_32_59.jpg,0.346952
J01_2018.06.26 13_35_14.jpg,0.0
J01_2018.06.26 13_35_44.jpg,0.976946
J01_2018.06.26 13_37_13.jpg,0.417611
J01_2018.06.26 13_37_25.jpg,0.925396
J01_2018.06.26 13_38_37.jpg,0.284703
J01_2018.06.26 13_38_45.jpg,0.692145
J01_2018.06.26 13_40_12.jpg,0.954229
J01_2018.06.26 13_43_49.jpg,0.141689
J01_2018.06.26 13_44_12.jpg,0.070863
J01_2018.06.26 13_47_34.jpg,0.514382
J01_2018.06.26 13_47_43.jpg,0.959244
J01_2018.06.26 13_48_58.jpg,0.139258
J01_2018.06.26 13_58_15.jpg,0.997421
J01_2018.06.26 13_59_52.jpg,0.614204
J01_2018.06.26 14_03_16.jpg,0.093218
J01_2018.06.26 14_05_49.jpg,0.188629
J01_2018.06.26 14_07_19.jpg,0.085748
J01_2018.06.26 14_07_49.jpg,0.337282
J01_2018.06.26 14_10_19.jpg,0.0
J01_2018.06.26 14_12_34.jpg,0.988118
J01_2018.06.26 14_13_20.jpg,0.0
J01_2018.06.26 14_14_47.jpg,0.999974
J01_2018.06.26 14_15_19.jpg,0.999979
J01_2018.06.26 14_16_05.jpg,0.514278
J01_2018.06.26 14_16_14.jpg,0.916136
J01_2018.06.26 14_16_21.jpg,0.233389
J01_2018.06.26 14_17_23.jpg,0.22609
J01_2018.06.26 14_18_21.jpg,0.272312
J01_2018.06.26 14_21_04.jpg,0.999774
J01_2018.06.26 14_21_16.jpg,0.051715
J01_2018.06.26 14_21_25.jpg,0.361946
J01_2018.06.26 14_24_41.jpg,0.164214
J01_2018.06.26 14_28_16.jpg,0.0
J01_2018.06.26 14_32_01.jpg,0.171546
J01_2018.06.26 14_36_49.jpg,0.913869
J01_2018.06.26 14_37_45.jpg,0.0
J01_2018.06.26 14_41_26.jpg,0.163123
J01_2018.06.26 14_43_38.jpg,0.101711
J01_2018.06.26 14_44_05.jpg,0.0
J01_2018.06.26 14_51_36.jpg,0.054999
J01_2018.06.26 14_53_09.jpg,0.99372
J01_2018.06.26 14_55_06.jpg,0.994918
J01_2018.06.26 14_59_17.jpg,0.835212
J01_2018.06.26 14_59_33.jpg,0.993427
J01_2018.06.26 15_06_12.jpg,0.242483
J01_2018.06.26 15_09_30.jpg,0.995052
J01_2018.06.26 15_09_50.jpg,0.380451
J01_2018.06.26 15_10_34.jpg,0.883589
J01_2018.06.26 15_12_53.jpg,0.987502
J01_2018.06.26 15_20_14.jpg,0.086326
J01_2018.06.26 15_23_58.jpg,0.991086
J01_2018.06.26 15_24_08.jpg,0.179543
J01_2018.06.26 15_26_50.jpg,0.996519
J01_2018.06.26 15_27_22.jpg,0.163378
J01_2018.06.26 15_28_11.jpg,0.99656
J01_2018.06.26 15_31_01.jpg,0.627498
J01_2018.06.26 15_35_07.jpg,0.996716
J01_2018.06.26 15_35_33.jpg,0.079876
J01_2018.06.26 15_36_56.jpg,0.998099
J01_2018.06.26 15_44_08.jpg,0.062218
J01_2018.06.26 15_46_32.jpg,0.677127
J01_2018.06.26 15_50_37.jpg,0.956308
J01_2018.06.26 15_50_56.jpg,0.256868
J01_2018.06.26 15_51_55.jpg,0.999444
J01_2018.06.26 15_52_54.jpg,0.086995
J01_2018.06.26 15_53_24.jpg,0.0
J01_2018.06.26 15_55_19.jpg,0.170183
J01_2018.06.26 15_56_02.jpg,0.991618
J01_2018.06.27 08_43_18.jpg,0.0
J01_2018.06.27 08_43_50.jpg,0.714939
J01_2018.06.27 08_43_59.jpg,0.547555
J01_2018.06.27 08_45_45.jpg,0.184719
J01_2018.06.27 08_51_53.jpg,0.0
J01_2018.06.27 08_52_48.jpg,0.146619
J01_2018.06.27 08_55_19.jpg,0.481091
J01_2018.06.27 08_56_46.jpg,0.566773
J01_2018.06.27 08_58_04.jpg,0.999157
J01_2018.06.27 09_03_04.jpg,0.671974
J01_2018.06.27 09_12_33.jpg,0.994692
J01_2018.06.27 09_16_56.jpg,0.651286
J01_2018.06.27 09_18_27.jpg,0.999993
J01_2018.06.27 09_27_18.jpg,0.405093
J01_2018.06.27 09_29_44.jpg,0.159683
J01_2018.06.27 09_30_43.jpg,0.722322
J01_2018.06.27 09_31_31.jpg,0.77225
J01_2018.06.27 09_31_42.jpg,0.314505
J01_2018.06.27 09_31_52.jpg,0.753902
J01_2018.06.27 09_33_26.jpg,0.997977
J01_2018.06.27 09_40_53.jpg,0.143608
J01_2018.06.27 09_46_00.jpg,0.790507
J01_2018.06.27 09_46_22.jpg,0.376793
J01_2018.06.27 09_49_33.jpg,0.626745
J01_2018.06.27 09_50_26.jpg,0.078441
J01_2018.06.27 09_53_01.jpg,0.793424
J01_2018.06.27 09_55_36.jpg,0.999584
J01_2018.06.27 09_56_14.jpg,0.861406
J01_2018.06.27 09_57_56.jpg,0.210653
J01_2018.06.27 10_00_41.jpg,0.386955
J01_2018.06.27 10_01_31.jpg,0.0
J01_2018.06.27 10_03_24.jpg,0.400548
J01_2018.06.27 10_07_32.jpg,0.0
J01_2018.06.27 10_10_20.jpg,0.995807
J01_2018.06.27 10_11_10.jpg,0.82819
